id,refPosition,officialId,gameId
4305,Field Judge, Jim Quirk,20201018CHICAR
4306,Referee,Land Clark,20201018CININD
4307,Umpire,Alan Eck,20201018CININD
4308,Down Judge,Mike Carr,20201018CININD
4309,Line Judge,Mark Stewart,20201018CININD
4310,Back Judge,Tony Josselyn,20201018CININD
4311,Side Judge,Don Willard,20201018CININD
4312,Field Judge,Tra Blake,20201018CININD
4313,Referee,John Hussey,20201018CLEPIT
4314,Umpire,Roy Ellison,20201018CLEPIT
4315,Down Judge,Brian Bolinger,20201018CLEPIT
4316,Line Judge,Tom Symonette,20201018CLEPIT
4317,Back Judge,Grantis Bell,20201018CLEPIT
4318,Side Judge,Allen Baynes,20201018CLEPIT
4319,Field Judge,Steve Zimmer,20201018CLEPIT
4320,Referee,Alex Kemp,20201018HOUTEN
4321,Umpire,Terry Killens,20201018HOUTEN
4322,Down Judge,Dana McKenzie,20201018HOUTEN
4323,Line Judge,Greg Bradley,20201018HOUTEN
4324,Back Judge,Matt Edwards,20201018HOUTEN
4325,Side Judge,John Jenkins,20201018HOUTEN
4326,Field Judge,Mearl Robinson,20201018HOUTEN
4327,Referee,Brad Allen,20201018WASNYG
4328,Umpire,Bruce Stritesky,20201018WASNYG
4329,Down Judge,Danny Short,20201018WASNYG
4330,Line Judge,Daniel Gallagher,20201018WASNYG
4331,Back Judge,Jimmy Russell,20201018WASNYG
4332,Side Judge,Boris Cheek,20201018WASNYG
4333,Field Judge,Rick Patterson,20201018WASNYG
4334,Referee,Shawn Smith,20201018BALPHI
4335,Umpire,Bryan Neale,20201018BALPHI
4336,Down Judge,Michael Dolce,20201018BALPHI
4337,Line Judge,Mark Steinkerchner,20201018BALPHI
4338,Back Judge,Dino Paganelli,20201018BALPHI
4339,Side Judge,Jimmy Buchanan,20201018BALPHI
4340,Field Judge,Dyrol Prioleau,20201018BALPHI
4341,Referee,Bill Vinovich,20201018NYJMIA
4342,Umpire,Richard Hall,20201018NYJMIA
4343,Down Judge,Mark Perlman,20201018NYJMIA
4344,Line Judge,Bart Longson,20201018NYJMIA
4345,Back Judge,Greg Wilson,20201018NYJMIA
4346,Side Judge,Dave Hawkshaw,20201018NYJMIA
4347,Field Judge,David Meslow,20201018NYJMIA
4348,Referee,Jerome Boger,20201018GNBTAM
4349,Umpire,Barry Anderson,20201018GNBTAM
4350,Down Judge,Julian Mapp,20201018GNBTAM
4351,Line Judge,Rusty Baynes,20201018GNBTAM
4352,Back Judge,Brad Freeman,20201018GNBTAM
4353,Side Judge,Anthony Jeffries,20201018GNBTAM
4354,Field Judge,Dale Shaw,20201018GNBTAM
4355,Referee,Carl Cheffers,20201018LARSFO
4356,Umpire,Tony Michalek,20201018LARSFO
4357,Down Judge,Jerod Phillips,20201018LARSFO
4358,Line Judge,Tom Stephan,20201018LARSFO
4359,Back Judge,Greg Meyer,20201018LARSFO
4360,Side Judge,Eugene Hall,20201018LARSFO
4361,Field Judge,Nathan Jones,20201018LARSFO
4362,Referee,Ronald Torbert,20201019KANBUF
4363,Umpire,Mark Pellis,20201019KANBUF
4364,Down Judge,Patrick Holt,20201019KANBUF
4365,Line Judge,Jim Mello,20201019KANBUF
4366,Back Judge,Greg Yette,20201019KANBUF
4367,Side Judge,Jonah Monroe,20201019KANBUF
4368,Field Judge,James Coleman,20201019KANBUF
4369,Referee,Clete Blakeman,20201019ARIDAL
4370,Umpire,Fred Bryan,20201019ARIDAL
4371,Down Judge,Mark Hittner,20201019ARIDAL
4372,Line Judge,Walt Coleman IV,20201019ARIDAL
4373,Back Judge,Scott Helverson,20201019ARIDAL
4374,Side Judge,Michael Banks,20201019ARIDAL
4375,Field Judge,Joe Blubaugh,20201019ARIDAL
4376,Referee,Adrian Hill,20201022NYGPHI
4377,Umpire,Paul King,20201022NYGPHI
4378,Down Judge,Ed Camp,20201022NYGPHI
4379,Line Judge,Kevin Codey,20201022NYGPHI
4380,Back Judge,Greg Steed,20201022NYGPHI
4381,Side Judge,Keith Washington,20201022NYGPHI
4382,Field Judge,Jim Quirk,20201022NYGPHI
4383,Referee,Clay Martin,20201025GNBHOU
4384,Umpire,Tony Michalek,20201025GNBHOU
4385,Down Judge,Derick Bowers,20201025GNBHOU
4386,Line Judge,Frank LeBlanc,20201025GNBHOU
4387,Back Judge,Steve Patrick,20201025GNBHOU
4388,Side Judge,Eugene Hall,20201025GNBHOU
4389,Field Judge,Mike Weatherford,20201025GNBHOU
4390,Referee,Shawn Hochuli,20201025PITTEN
4391,Umpire,Carl Paganelli,20201025PITTEN
4392,Down Judge,Sarah Thomas,20201025PITTEN
4393,Line Judge,Carl Johnson,20201025PITTEN
4394,Back Judge,Rich Martinez,20201025PITTEN
4395,Side Judge,Chad Hill,20201025PITTEN
4396,Field Judge,Dominique Pender,20201025PITTEN
4397,Referee,Land Clark,20201025DETATL
4398,Umpire,Alan Eck,20201025DETATL
4399,Down Judge,Julian Mapp,20201025DETATL
4400,Line Judge,Mark Stewart,20201025DETATL
4401,Back Judge,Tony Josselyn,20201025DETATL
4402,Side Judge,Mearl Robinson,20201025DETATL
4403,Field Judge,Dale Shaw,20201025DETATL
4404,Referee,Carl Cheffers,20201025BUFNYJ
4405,Umpire,Terry Killens,20201025BUFNYJ
4406,Down Judge,Patrick Turner,20201025BUFNYJ
4407,Line Judge,Tom Symonette,20201025BUFNYJ
4408,Back Judge,Greg Wilson,20201025BUFNYJ
4409,Side Judge,Jabir Walker,20201025BUFNYJ
4410,Field Judge,Terry Brown,20201025BUFNYJ
4411,Referee,Craig Wrolstad,20201025CARNOR
4412,Umpire,Ruben Fowler,20201025CARNOR
4413,Down Judge,Jerry Bergman,20201025CARNOR
4414,Line Judge,Thomas Eaton,20201025CARNOR
4415,Back Judge,Perry Paganelli,20201025CARNOR
4416,Side Judge,Dave Hawkshaw,20201025CARNOR
4417,Field Judge,Aaron Santi,20201025CARNOR
4418,Referee,Tony Corrente,20201025CLECIN
4419,Umpire,Dan Ferrell,20201025CLECIN
4420,Down Judge,Mark Perlman,20201025CLECIN
4421,Line Judge,Greg Bradley,20201025CLECIN
4422,Back Judge,Todd Prukop,20201025CLECIN
4423,Side Judge,Anthony Flemming,20201025CLECIN
4424,Field Judge,Ryan Dickson,20201025CLECIN
4425,Referee,Ronald Torbert,20201025DALWAS
4426,Umpire,Mark Pellis,20201025DALWAS
4427,Down Judge,Patrick Holt,20201025DALWAS
4428,Line Judge,Jim Mello,20201025DALWAS
4429,Back Judge,Greg Yette,20201025DALWAS
4430,Side Judge,James Coleman,20201025DALWAS
4431,Field Judge,Tra Blake,20201025DALWAS
4432,Referee,Scott Novak,20201025TAMLVR
4433,Umpire,Steven Woods,20201025TAMLVR
4434,Down Judge,Kent Payne,20201025TAMLVR
4435,Line Judge,David Oliver,20201025TAMLVR
4436,Back Judge,Terrence Miles,20201025TAMLVR
4437,Side Judge,Scott Edwards,20201025TAMLVR
4438,Field Judge,John Jenkins,20201025TAMLVR
4439,Referee,Brad Rogers,20201025KANDEN
4440,Umpire,Tab Slaughter,20201025KANDEN
4441,Down Judge,Tripp Sutter,20201025KANDEN
4442,Line Judge,Walt Coleman IV,20201025KANDEN
4443,Back Judge,Greg Meyer,20201025KANDEN
4444,Side Judge,Jeff Lamberth,20201025KANDEN
4445,Field Judge,Nathan Jones,20201025KANDEN
4446,Referee,Shawn Smith,20201025SFONWE
4447,Umpire,Bryan Neale,20201025SFONWE
4448,Down Judge,Michael Dolce,20201025SFONWE
4449,Line Judge,Mark Steinkerchner,20201025SFONWE
4450,Back Judge,Dino Paganelli,20201025SFONWE
4451,Side Judge,Jimmy Buchanan,20201025SFONWE
4452,Field Judge,Steve Zimmer,20201025SFONWE
4453,Referee,Clete Blakeman,20201025JAXLAC
4454,Umpire,Fred Bryan,20201025JAXLAC
4455,Down Judge,Mark Hittner,20201025JAXLAC
4456,Line Judge,Tom Stephan,20201025JAXLAC
4457,Back Judge,Scott Helverson,20201025JAXLAC
4458,Side Judge,Michael Banks,20201025JAXLAC
4459,Field Judge,Joe Blubaugh,20201025JAXLAC
4460,Referee,John Hussey,20201025SEAARI
4461,Umpire,Roy Ellison,20201025SEAARI
4462,Down Judge,Brian Bolinger,20201025SEAARI
4463,Line Judge,Tim Podraza,20201025SEAARI
4464,Back Judge,Grantis Bell,20201025SEAARI
4465,Side Judge,Allen Baynes,20201025SEAARI
4466,Field Judge,Clay Reynard,20201025SEAARI
4467,Referee,Bill Vinovich,20201026CHILAR
4468,Umpire,Richard Hall,20201026CHILAR
4469,Down Judge,Mike Carr,20201026CHILAR
4470,Line Judge,Jeff Seeman,20201026CHILAR
4471,Back Judge,Keith Ferguson,20201026CHILAR
4472,Side Judge,Don Willard,20201026CHILAR
4473,Field Judge,David Meslow,20201026CHILAR
4474,Referee,Shawn Hochuli,20201029ATLCAR
4475,Umpire,Ramon George,20201029ATLCAR
4476,Down Judge,Sarah Thomas,20201029ATLCAR
4477,Line Judge,Carl Johnson,20201029ATLCAR
4478,Back Judge,Rich Martinez,20201029ATLCAR
4479,Side Judge,Chad Hill,20201029ATLCAR
4480,Field Judge,Tom Hill,20201029ATLCAR
4481,Referee,Clay Martin,20201101INDDET
4482,Umpire,Tony Michalek,20201101INDDET
4483,Down Judge,Derick Bowers,20201101INDDET
4484,Line Judge,Frank LeBlanc,20201101INDDET
4485,Back Judge,Steve Patrick,20201101INDDET
4486,Side Judge,Jeff Lamberth,20201101INDDET
4487,Field Judge,Mike Weatherford,20201101INDDET
4488,Referee,Alex Kemp,20201101MINGNB
4489,Umpire,Carl Paganelli,20201101MINGNB
4490,Down Judge,Dana McKenzie,20201101MINGNB
4491,Line Judge,Greg Bradley,20201101MINGNB
4492,Back Judge,Matt Edwards,20201101MINGNB
4493,Side Judge,Jabir Walker,20201101MINGNB
4494,Field Judge,Terry Brown,20201101MINGNB
4495,Referee,John Hussey,20201101LARMIA
4496,Umpire,Paul King,20201101LARMIA
4497,Down Judge,Brian Bolinger,20201101LARMIA
4498,Line Judge,Tom Symonette,20201101LARMIA
4499,Back Judge,Grantis Bell,20201101LARMIA
4500,Side Judge,Jonah Monroe,20201101LARMIA
4501,Field Judge,Steve Zimmer,20201101LARMIA
4502,Referee,Brad Allen,20201101PITBAL
4503,Umpire,Bruce Stritesky,20201101PITBAL
4504,Down Judge,Danny Short,20201101PITBAL
4505,Line Judge,Daniel Gallagher,20201101PITBAL
4506,Back Judge,Jimmy Russell,20201101PITBAL
4507,Side Judge,Boris Cheek,20201101PITBAL
4508,Field Judge,Rick Patterson,20201101PITBAL
4509,Referee,Clete Blakeman,20201101NWEBUF
4510,Umpire,Richard Hall,20201101NWEBUF
4511,Down Judge,Mark Hittner,20201101NWEBUF
4512,Line Judge,Kevin Codey,20201101NWEBUF
4513,Back Judge,Scott Helverson,20201101NWEBUF
4514,Side Judge,Michael Banks,20201101NWEBUF
4515,Field Judge,James Coleman,20201101NWEBUF
4516,Referee,Scott Novak,20201101TENCIN
4517,Umpire,Steven Woods,20201101TENCIN
4518,Down Judge,Kent Payne,20201101TENCIN
4519,Line Judge,Thomas Eaton,20201101TENCIN
4520,Back Judge,Terrence Miles,20201101TENCIN
4521,Side Judge,Dyrol Prioleau,20201101TENCIN
4522,Field Judge,Scott Edwards,20201101TENCIN
4523,Referee,Bill Vinovich,20201101LVRCLE
4524,Umpire,Terry Killens,20201101LVRCLE
4525,Down Judge,Mike Carr,20201101LVRCLE
4526,Line Judge,Jeff Seeman,20201101LVRCLE
4527,Back Judge,Perry Paganelli,20201101LVRCLE
4528,Side Judge,Don Willard,20201101LVRCLE
4529,Field Judge,David Meslow,20201101LVRCLE
4530,Referee,Land Clark,20201101NYJKAN
4531,Umpire,Alan Eck,20201101NYJKAN
4532,Down Judge,Michael Dolce,20201101NYJKAN
4533,Line Judge,Mark Stewart,20201101NYJKAN
4534,Back Judge,Tony Josselyn,20201101NYJKAN
4535,Side Judge,Mearl Robinson,20201101NYJKAN
4536,Field Judge,Jim Quirk,20201101NYJKAN
4537,Referee,Carl Cheffers,20201101LACDEN
4538,Umpire,Fred Bryan,20201101LACDEN
4539,Down Judge,Patrick Turner,20201101LACDEN
4540,Line Judge,Tim Podraza,20201101LACDEN
4541,Back Judge,Greg Wilson,20201101LACDEN
4542,Side Judge,Clay Reynard,20201101LACDEN
4543,Field Judge,Gary Cavaletto,20201101LACDEN
4544,Referee,Craig Wrolstad,20201101SFOSEA
4545,Umpire,Ruben Fowler,20201101SFOSEA
4546,Down Judge,Jerry Bergman,20201101SFOSEA
4547,Line Judge,David Oliver,20201101SFOSEA
4548,Back Judge,Keith Ferguson,20201101SFOSEA
4549,Side Judge,Dave Hawkshaw,20201101SFOSEA
4550,Field Judge,Aaron Santi,20201101SFOSEA
4551,Referee,Tony Corrente,20201101NORCHI
4552,Umpire,Dan Ferrell,20201101NORCHI
4553,Down Judge,Tripp Sutter,20201101NORCHI
4554,Line Judge,Bart Longson,20201101NORCHI
4555,Back Judge,Todd Prukop,20201101NORCHI
4556,Side Judge,Keith Washington,20201101NORCHI
4557,Field Judge,Ryan Dickson,20201101NORCHI
4558,Referee,Jerome Boger,20201101DALPHI
4559,Umpire,Barry Anderson,20201101DALPHI
4560,Down Judge,Julian Mapp,20201101DALPHI
4561,Line Judge,Rusty Baynes,20201101DALPHI
4562,Back Judge,Brad Freeman,20201101DALPHI
4563,Side Judge,Anthony Jeffries,20201101DALPHI
4564,Field Judge,Dale Shaw,20201101DALPHI
4565,Referee,Brad Rogers,20201102TAMNYG
4566,Umpire,Tab Slaughter,20201102TAMNYG
4567,Down Judge,Jerod Phillips,20201102TAMNYG
4568,Line Judge,Tom Stephan,20201102TAMNYG
4569,Back Judge,Greg Meyer,20201102TAMNYG
4570,Side Judge,Eugene Hall,20201102TAMNYG
4571,Field Judge,Nathan Jones,20201102TAMNYG
4572,Referee,Bill Vinovich,20201105GNBSFO
4573,Umpire,Terry Killens,20201105GNBSFO
4574,Down Judge,Jerry Bergman,20201105GNBSFO
4575,Line Judge,Jeff Seeman,20201105GNBSFO
4576,Back Judge,Perry Paganelli,20201105GNBSFO
4577,Side Judge,Don Willard,20201105GNBSFO
4578,Field Judge,David Meslow,20201105GNBSFO
4579,Referee,Adrian Hill,20201108BALIND
4580,Umpire,Paul King,20201108BALIND
4581,Down Judge,Ed Camp,20201108BALIND
4582,Line Judge,Kevin Codey,20201108BALIND
4583,Back Judge,Greg Steed,20201108BALIND
4584,Side Judge,Keith Washington,20201108BALIND
4585,Field Judge,Dominique Pender,20201108BALIND
4586,Referee,Clete Blakeman,20201108DETMIN
4587,Umpire,Ramon George,20201108DETMIN
4588,Down Judge,Mark Hittner,20201108DETMIN
4589,Line Judge,Tom Stephan,20201108DETMIN
4590,Back Judge,Scott Helverson,20201108DETMIN
4591,Side Judge,Michael Banks,20201108DETMIN
4592,Field Judge,Joe Blubaugh,20201108DETMIN
4593,Referee,Brad Allen,20201108HOUJAX
4594,Umpire,Bruce Stritesky,20201108HOUJAX
4595,Down Judge,Danny Short,20201108HOUJAX
4596,Line Judge,Daniel Gallagher,20201108HOUJAX
4597,Back Judge,Jimmy Russell,20201108HOUJAX
4598,Side Judge,Boris Cheek,20201108HOUJAX
4599,Field Judge,Rick Patterson,20201108HOUJAX
4600,Referee,Jerome Boger,20201108DENATL
4601,Umpire,Barry Anderson,20201108DENATL
4602,Down Judge,Julian Mapp,20201108DENATL
4603,Line Judge,Tom Symonette,20201108DENATL
4604,Back Judge,Brad Freeman,20201108DENATL
4605,Side Judge,Anthony Jeffries,20201108DENATL
4606,Field Judge,Tra Blake,20201108DENATL
4607,Referee,Shawn Smith,20201108SEABUF
4608,Umpire,Bryan Neale,20201108SEABUF
4609,Down Judge,Michael Dolce,20201108SEABUF
4610,Line Judge,Mark Steinkerchner,20201108SEABUF
4611,Back Judge,Dino Paganelli,20201108SEABUF
4612,Side Judge,Jimmy Buchanan,20201108SEABUF
4613,Field Judge,Dyrol Prioleau,20201108SEABUF
4614,Referee,Clay Martin,20201108CARKAN
4615,Umpire,Tony Michalek,20201108CARKAN
4616,Down Judge,Derick Bowers,20201108CARKAN
4617,Line Judge,Frank LeBlanc,20201108CARKAN
4618,Back Judge,Steve Patrick,20201108CARKAN
4619,Side Judge,Mike Weatherford,20201108CARKAN
4620,Field Judge,Jeff Lamberth,20201108CARKAN
4621,Referee,Ronald Torbert,20201108CHITEN
4622,Umpire,Mark Pellis,20201108CHITEN
4623,Down Judge,Patrick Holt,20201108CHITEN
4624,Line Judge,Jim Mello,20201108CHITEN
4625,Back Judge,Greg Yette,20201108CHITEN
4626,Side Judge,Jonah Monroe,20201108CHITEN
4627,Field Judge,James Coleman,20201108CHITEN
4628,Referee,Shawn Hochuli,20201108NYGWAS
4629,Umpire,Richard Hall,20201108NYGWAS
4630,Down Judge,Sarah Thomas,20201108NYGWAS
4631,Line Judge,Carl Johnson,20201108NYGWAS
4632,Back Judge,Rich Martinez,20201108NYGWAS
4633,Side Judge,Chad Hill,20201108NYGWAS
4634,Field Judge,Tom Hill,20201108NYGWAS
4635,Referee,Brad Rogers,20201108LVRLAC
4636,Umpire,Tab Slaughter,20201108LVRLAC
4637,Down Judge,Jerod Phillips,20201108LVRLAC
4638,Line Judge,Walt Coleman IV,20201108LVRLAC
4639,Back Judge,Greg Meyer,20201108LVRLAC
4640,Side Judge,John Jenkins,20201108LVRLAC
4641,Field Judge,Nathan Jones,20201108LVRLAC
4642,Referee,Carl Cheffers,20201108MIAARI
4643,Umpire,Fred Bryan,20201108MIAARI
4644,Down Judge,Patrick Turner,20201108MIAARI
4645,Line Judge,Tim Podraza,20201108MIAARI
4646,Back Judge,Greg Wilson,20201108MIAARI
4647,Side Judge,Clay Reynard,20201108MIAARI
4648,Field Judge,Gary Cavaletto,20201108MIAARI
4649,Referee,Tony Corrente,20201108PITDAL
4650,Umpire,Dan Ferrell,20201108PITDAL
4651,Down Judge,Mark Perlman,20201108PITDAL
4652,Line Judge,Bart Longson,20201108PITDAL
4653,Back Judge,Todd Prukop,20201108PITDAL
4654,Side Judge,Anthony Flemming,20201108PITDAL
4655,Field Judge,Ryan Dickson,20201108PITDAL
4656,Referee,John Hussey,20201108NORTAM
4657,Umpire,Roy Ellison,20201108NORTAM
4658,Down Judge,Brian Bolinger,20201108NORTAM
4659,Line Judge,Rusty Baynes,20201108NORTAM
4660,Back Judge,Grantis Bell,20201108NORTAM
4661,Side Judge,Allen Baynes,20201108NORTAM
4662,Field Judge,Steve Zimmer,20201108NORTAM
4663,Referee,Alex Kemp,20201109NWENYJ
4664,Umpire,Carl Paganelli,20201109NWENYJ
4665,Down Judge,Dana McKenzie,20201109NWENYJ
4666,Line Judge,Greg Bradley,20201109NWENYJ
4667,Back Judge,Matt Edwards,20201109NWENYJ
4668,Side Judge,Jabir Walker,20201109NWENYJ
4669,Field Judge,Terry Brown,20201109NWENYJ
4670,Referee,Brad Allen,20201112INDTEN
4671,Umpire,Bruce Stritesky,20201112INDTEN
4672,Down Judge,Danny Short,20201112INDTEN
4673,Line Judge,Daniel Gallagher,20201112INDTEN
4674,Back Judge,Jimmy Russell,20201112INDTEN
4675,Side Judge,Boris Cheek,20201112INDTEN
4676,Field Judge,Rick Patterson,20201112INDTEN
4677,Referee,Ronald Torbert,20201115HOUCLE
4678,Umpire,Mark Pellis,20201115HOUCLE
4679,Down Judge,Patrick Holt,20201115HOUCLE
4680,Line Judge,Jim Mello,20201115HOUCLE
4681,Back Judge,Greg Yette,20201115HOUCLE
4682,Side Judge,Jonah Monroe,20201115HOUCLE
4683,Field Judge,James Coleman,20201115HOUCLE
4684,Referee,Alex Kemp,20201115WASDET
4685,Umpire,Carl Paganelli,20201115WASDET
4686,Down Judge,Dana McKenzie,20201115WASDET
4687,Line Judge,Greg Bradley,20201115WASDET
4688,Back Judge,Matt Edwards,20201115WASDET
4689,Side Judge,Jabir Walker,20201115WASDET
4690,Field Judge,Terry Brown,20201115WASDET
4691,Referee,Shawn Smith,20201115JAXGNB
4692,Umpire,Bryan Neale,20201115JAXGNB
4693,Down Judge,Mike Carr,20201115JAXGNB
4694,Line Judge,Mark Steinkerchner,20201115JAXGNB
4695,Back Judge,Dino Paganelli,20201115JAXGNB
4696,Side Judge,Jimmy Buchanan,20201115JAXGNB
4697,Field Judge,Dyrol Prioleau,20201115JAXGNB
4698,Referee,Land Clark,20201115TAMCAR
4699,Umpire,Alan Eck,20201115TAMCAR
4700,Down Judge,Tripp Sutter,20201115TAMCAR
4701,Line Judge,Walt Coleman IV,20201115TAMCAR
4702,Back Judge,Tony Josselyn,20201115TAMCAR
4703,Side Judge,Mearl Robinson,20201115TAMCAR
4704,Field Judge,Tra Blake,20201115TAMCAR
4705,Referee,Clay Martin,20201115PHINYG
4706,Umpire,Tony Michalek,20201115PHINYG
4707,Down Judge,Derick Bowers,20201115PHINYG
4708,Line Judge,Frank LeBlanc,20201115PHINYG
4709,Back Judge,Perry Paganelli,20201115PHINYG
4710,Side Judge,Jeff Lamberth,20201115PHINYG
4711,Field Judge,Mike Weatherford,20201115PHINYG
4712,Referee,Tony Corrente,20201115DENLVR
4713,Umpire,Dan Ferrell,20201115DENLVR
4714,Down Judge,Mark Perlman,20201115DENLVR
4715,Line Judge,Bart Longson,20201115DENLVR
4716,Back Judge,Todd Prukop,20201115DENLVR
4717,Side Judge,Anthony Flemming,20201115DENLVR
4718,Field Judge,Ryan Dickson,20201115DENLVR
4719,Referee,Jerome Boger,20201115LACMIA
4720,Umpire,Barry Anderson,20201115LACMIA
4721,Down Judge,Julian Mapp,20201115LACMIA
4722,Line Judge,Rusty Baynes,20201115LACMIA
4723,Back Judge,Brad Freeman,20201115LACMIA
4724,Side Judge,Anthony Jeffries,20201115LACMIA
4725,Field Judge,Dale Shaw,20201115LACMIA
4726,Referee,Craig Wrolstad,20201115BUFARI
4727,Umpire,Ruben Fowler,20201115BUFARI
4728,Down Judge,Jerry Bergman,20201115BUFARI
4729,Line Judge,David Oliver,20201115BUFARI
4730,Back Judge,Keith Ferguson,20201115BUFARI
4731,Side Judge,Dave Hawkshaw,20201115BUFARI
4732,Field Judge,Aaron Santi,20201115BUFARI
4733,Referee,Adrian Hill,20201115CINPIT
4734,Umpire,Paul King,20201115CINPIT
4735,Down Judge,Ed Camp,20201115CINPIT
4736,Line Judge,Kevin Codey,20201115CINPIT
4737,Back Judge,Greg Steed,20201115CINPIT
4738,Side Judge,Dominique Pender,20201115CINPIT
4739,Field Judge,Jim Quirk,20201115CINPIT
4740,Referee,Brad Rogers,20201115SFONOR
4741,Umpire,Roy Ellison,20201115SFONOR
4742,Down Judge,Jerod Phillips,20201115SFONOR
4743,Line Judge,Mark Stewart,20201115SFONOR
4744,Back Judge,Greg Meyer,20201115SFONOR
4745,Side Judge,Eugene Hall,20201115SFONOR
4746,Field Judge,Nathan Jones,20201115SFONOR
4747,Referee,Clete Blakeman,20201115SEALAR
4748,Umpire,Fred Bryan,20201115SEALAR
4749,Down Judge,Mark Hittner,20201115SEALAR
4750,Line Judge,Tom Stephan,20201115SEALAR
4751,Back Judge,Scott Helverson,20201115SEALAR
4752,Side Judge,Michael Banks,20201115SEALAR
4753,Field Judge,Joe Blubaugh,20201115SEALAR
4754,Referee,Shawn Hochuli,20201115BALNWE
4755,Umpire,Ramon George,20201115BALNWE
4756,Down Judge,Sarah Thomas,20201115BALNWE
4757,Line Judge,Carl Johnson,20201115BALNWE
4758,Back Judge,Rich Martinez,20201115BALNWE
4759,Side Judge,Chad Hill,20201115BALNWE
4760,Field Judge,Tom Hill,20201115BALNWE
4761,Referee,Scott Novak,20201116MINCHI
4762,Umpire,Steven Woods,20201116MINCHI
4763,Down Judge,Kent Payne,20201116MINCHI
4764,Line Judge,Thomas Eaton,20201116MINCHI
4765,Back Judge,Terrence Miles,20201116MINCHI
4766,Side Judge,John Jenkins,20201116MINCHI
4767,Field Judge,Scott Edwards,20201116MINCHI
4768,Referee,Tony Corrente,20201119ARISEA
4769,Umpire,Dan Ferrell,20201119ARISEA
4770,Down Judge,Mark Perlman,20201119ARISEA
4771,Line Judge,Bart Longson,20201119ARISEA
4772,Back Judge,Todd Prukop,20201119ARISEA
4773,Side Judge,Anthony Flemming,20201119ARISEA
4774,Field Judge,Ryan Dickson,20201119ARISEA
4775,Referee,Brad Allen,20201122ATLNOR
4776,Umpire,Bruce Stritesky,20201122ATLNOR
4777,Down Judge,Danny Short,20201122ATLNOR
4778,Line Judge,Daniel Gallagher,20201122ATLNOR
4779,Back Judge,Greg Meyer,20201122ATLNOR
4780,Side Judge,Boris Cheek,20201122ATLNOR
4781,Field Judge,Rick Patterson,20201122ATLNOR
4782,Referee,Shawn Smith,20201122CINWAS
4783,Umpire,Bryan Neale,20201122CINWAS
4784,Down Judge,Michael Dolce,20201122CINWAS
4785,Line Judge,Mark Steinkerchner,20201122CINWAS
4786,Back Judge,Dino Paganelli,20201122CINWAS
4787,Side Judge,Jimmy Buchanan,20201122CINWAS
4788,Field Judge,Dyrol Prioleau,20201122CINWAS
4789,Referee,Adrian Hill,20201122PHICLE
4790,Umpire,Paul King,20201122PHICLE
4791,Down Judge,Ed Camp,20201122PHICLE
4792,Line Judge,Kevin Codey,20201122PHICLE
4793,Back Judge,Brad Freeman,20201122PHICLE
4794,Side Judge,Keith Washington,20201122PHICLE
4795,Field Judge,Jim Quirk,20201122PHICLE
4796,Referee,John Hussey,20201122NWEHOU
4797,Umpire,Roy Ellison,20201122NWEHOU
4798,Down Judge,Brian Bolinger,20201122NWEHOU
4799,Line Judge,Tom Symonette,20201122NWEHOU
4800,Back Judge,Grantis Bell,20201122NWEHOU
4801,Side Judge,Allen Baynes,20201122NWEHOU
4802,Field Judge,Steve Zimmer,20201122NWEHOU
4803,Referee,Scott Novak,20201122PITJAX
4804,Umpire,Steven Woods,20201122PITJAX
4805,Down Judge,Kent Payne,20201122PITJAX
4806,Line Judge,Thomas Eaton,20201122PITJAX
4807,Back Judge,Terrence Miles,20201122PITJAX
4808,Side Judge,John Jenkins,20201122PITJAX
4809,Field Judge,Scott Edwards,20201122PITJAX
4810,Referee,Alex Kemp,20201122TENBAL
4811,Umpire,Carl Paganelli,20201122TENBAL
4812,Down Judge,Dana McKenzie,20201122TENBAL
4813,Line Judge,Greg Bradley,20201122TENBAL
4814,Back Judge,Matt Edwards,20201122TENBAL
4815,Side Judge,Jabir Walker,20201122TENBAL
4816,Field Judge,Terry Brown,20201122TENBAL
4817,Referee,Ronald Torbert,20201122DETCAR
4818,Umpire,Mark Pellis,20201122DETCAR
4819,Down Judge,Patrick Holt,20201122DETCAR
4820,Line Judge,Jim Mello,20201122DETCAR
4821,Back Judge,Greg Yette,20201122DETCAR
4822,Side Judge,Dominique Pender,20201122DETCAR
4823,Field Judge,James Coleman,20201122DETCAR
4824,Referee,Land Clark,20201122MIADEN
4825,Umpire,Alan Eck,20201122MIADEN
4826,Down Judge,Tripp Sutter,20201122MIADEN
4827,Line Judge,Mark Stewart,20201122MIADEN
4828,Back Judge,Tony Josselyn,20201122MIADEN
4829,Side Judge,Mearl Robinson,20201122MIADEN
4830,Field Judge,Tra Blake,20201122MIADEN
4831,Referee,Craig Wrolstad,20201122NYJLAC
4832,Umpire,Ruben Fowler,20201122NYJLAC
4833,Down Judge,Jerry Bergman,20201122NYJLAC
4834,Line Judge,David Oliver,20201122NYJLAC
4835,Back Judge,Keith Ferguson,20201122NYJLAC
4836,Side Judge,Dave Hawkshaw,20201122NYJLAC
4837,Field Judge,Aaron Santi,20201122NYJLAC
4838,Referee,Shawn Hochuli,20201122GNBIND
4839,Umpire,Ramon George,20201122GNBIND
4840,Down Judge,Sarah Thomas,20201122GNBIND
4841,Line Judge,Rusty Baynes,20201122GNBIND
