id,refPosition,officialId,gameId
8099,Referee,Craig Wrolstad,20221009DETNWE
8100,Umpire,Steve Woods,20221009DETNWE
8101,Down Judge,Jim Mello,20221009DETNWE
8102,Line Judge,Tripp Sutter,20221009DETNWE
8103,Back Judge,Grantis Bell,20221009DETNWE
8104,Side Judge,Jeff Lamberth,20221009DETNWE
8105,Field Judge,Jeff Shears,20221009DETNWE
8106,Referee,Ron Torbert,20221009HOUJAX
8107,Umpire,Mark Pellis,20221009HOUJAX
8108,Down Judge,Max Causey,20221009HOUJAX
8109,Line Judge,Tim Podraza,20221009HOUJAX
8110,Back Judge,Tony Josselyn,20221009HOUJAX
8111,Side Judge,Keith Washington,20221009HOUJAX
8112,Field Judge,Ryan Dickson,20221009HOUJAX
8113,Referee,Clay Martin,20221009MIANYJ
8114,Umpire,Fred Bryan,20221009MIANYJ
8115,Down Judge,Jerod Phillips,20221009MIANYJ
8116,Line Judge,Maia Chaka,20221009MIANYJ
8117,Back Judge,Greg Wilson,20221009MIANYJ
8118,Side Judge,Dave Hawkshaw,20221009MIANYJ
8119,Field Judge,James Coleman,20221009MIANYJ
8120,Referee,Brad Allen,20221009SEANOR
8121,Umpire,Duane Heydt,20221009SEANOR
8122,Down Judge,Sarah Thomas,20221009SEANOR
8123,Line Judge,Daniel Gallagher,20221009SEANOR
8124,Back Judge,Greg Yette,20221009SEANOR
8125,Side Judge,Boris Cheek,20221009SEANOR
8126,Field Judge,Rick Patterson,20221009SEANOR
8127,Referee,Land Clark,20221009TENWAS
8128,Umpire,Paul King,20221009TENWAS
8129,Down Judge,Tom Stephan,20221009TENWAS
8130,Line Judge,Brian Bolinger,20221009TENWAS
8131,Back Judge,Greg Meyer,20221009TENWAS
8132,Side Judge,Dominique Pender,20221009TENWAS
8133,Field Judge,Michael Banks,20221009TENWAS
8134,Referee,Shawn Smith,20221009SFOCAR
8135,Umpire,Bryan Neale,20221009SFOCAR
8136,Down Judge,Mark Hittner,20221009SFOCAR
8137,Line Judge,Michael Dolce,20221009SFOCAR
8138,Back Judge,Dino Paganelli,20221009SFOCAR
8139,Side Judge,Clay Reynard,20221009SFOCAR
8140,Field Judge,Dyrol Prioleau,20221009SFOCAR
8141,Referee,Tra Blake,20221009PHIARI
8142,Umpire,Tony Michalek,20221009PHIARI
8143,Down Judge,Patrick Turner,20221009PHIARI
8144,Line Judge,Mark Stewart,20221009PHIARI
8145,Back Judge,Todd Prukop,20221009PHIARI
8146,Side Judge,Don Willard,20221009PHIARI
8147,Field Judge,Tom Hill,20221009PHIARI
8148,Referee,Bill Vinovich,20221009DALLAR
8149,Umpire,Alex Moore,20221009DALLAR
8150,Down Judge,Jerry Bergman,20221009DALLAR
8151,Line Judge,Mark Perlman,20221009DALLAR
8152,Back Judge,Jimmy Russell,20221009DALLAR
8153,Side Judge,Jimmy Buchanan,20221009DALLAR
8154,Field Judge,Joe Blubaugh,20221009DALLAR
8155,Referee,Scott Novak,20221009CINBAL
8156,Umpire,Ramon George,20221009CINBAL
8157,Down Judge,Derick Bowers,20221009CINBAL
8158,Line Judge,Walt Coleman,20221009CINBAL
8159,Back Judge,Terrence Miles,20221009CINBAL
8160,Side Judge,David Meslow,20221009CINBAL
8161,Field Judge,Tra Boger,20221009CINBAL
8162,Referee,Carl Cheffers,20221010LVRKAN
8163,Umpire,Brandon Cruse,20221010LVRKAN
8164,Down Judge,Mike Carr,20221010LVRKAN
8165,Line Judge,Jeff Seeman,20221010LVRKAN
8166,Back Judge,Matt Edwards,20221010LVRKAN
8167,Side Judge,Eugene Hall,20221010LVRKAN
8168,Field Judge,Nathan Jones,20221010LVRKAN
8169,Referee,Adrian Hill,20221013WASCHI
8170,Umpire,Roy Ellison,20221013WASCHI
8171,Down Judge,David Oliver,20221013WASCHI
8172,Line Judge,Kevin Codey,20221013WASCHI
8173,Back Judge,Keith Ferguson,20221013WASCHI
8174,Side Judge,Jim Quirk,20221013WASCHI
8175,Field Judge,Mearl Robinson,20221013WASCHI
8176,Referee,Carl Cheffers,20221016SFOATL
8177,Umpire,Brandon Cruse,20221016SFOATL
8178,Down Judge,Mike Carr,20221016SFOATL
8179,Line Judge,Jeff Seeman,20221016SFOATL
8180,Back Judge,Matt Edwards,20221016SFOATL
8181,Side Judge,Eugene Hall,20221016SFOATL
8182,Field Judge,Nathan Jones,20221016SFOATL
8183,Referee,Land Clark,20221016CINNOR
8184,Umpire,Paul King,20221016CINNOR
8185,Down Judge,Tom Stephan,20221016CINNOR
8186,Line Judge,Brian Bolinger,20221016CINNOR
8187,Back Judge,Greg Meyer,20221016CINNOR
8188,Side Judge,Dominique Pender,20221016CINNOR
8189,Field Judge,Michael Banks,20221016CINNOR
8190,Referee,Scott Novak,20221016NWECLE
8191,Umpire,Ramon George,20221016NWECLE
8192,Down Judge,Derick Bowers,20221016NWECLE
8193,Line Judge,Walt Coleman,20221016NWECLE
8194,Back Judge,Terrence Miles,20221016NWECLE
8195,Side Judge,David Meslow,20221016NWECLE
8196,Field Judge,Tra Boger,20221016NWECLE
8197,Referee,Jerome Boger,20221016JAXIND
8198,Umpire,Barry Anderson,20221016JAXIND
8199,Down Judge,Frank LeBlanc,20221016JAXIND
8200,Line Judge,Rusty Baynes,20221016JAXIND
8201,Back Judge,Steve Patrick,20221016JAXIND
8202,Side Judge,Jonah Monroe,20221016JAXIND
8203,Field Judge,Alonzo Ramsey,20221016JAXIND
8204,Referee,Clete Blakeman,20221016NYJGNB
8205,Umpire,Tab Slaughter,20221016NYJGNB
8206,Down Judge,Dana McKenzie,20221016NYJGNB
8207,Line Judge,Julian Mapp,20221016NYJGNB
8208,Back Judge,Perry Paganelli,20221016NYJGNB
8209,Side Judge,Lo Van,20221016NYJGNB
8210,Field Judge,Terry Brown,20221016NYJGNB
8211,Referee,Brad Rogers,20221016MINMIA
8212,Umpire,Carl Paganelli,20221016MINMIA
8213,Down Judge,Kent Payne,20221016MINMIA
8214,Line Judge,Tom Eaton,20221016MINMIA
8215,Back Judge,Greg Steed,20221016MINMIA
8216,Side Judge,Anthony Jeffries,20221016MINMIA
8217,Field Judge,Aaron Santi,20221016MINMIA
8218,Referee,Clay Martin,20221016BALNYG
8219,Umpire,Fred Bryan,20221016BALNYG
8220,Down Judge,Jerod Phillips,20221016BALNYG
8221,Line Judge,Maia Chaka,20221016BALNYG
8222,Back Judge,Greg Wilson,20221016BALNYG
8223,Side Judge,Dave Hawkshaw,20221016BALNYG
8224,Field Judge,James Coleman,20221016BALNYG
8225,Referee,Shawn Smith,20221016TAMPIT
8226,Umpire,Bryan Neale,20221016TAMPIT
8227,Down Judge,Mark Hittner,20221016TAMPIT
8228,Line Judge,Michael Dolce,20221016TAMPIT
8229,Back Judge,Dino Paganelli,20221016TAMPIT
8230,Side Judge,Clay Reynard,20221016TAMPIT
8231,Field Judge,Dyrol Prioleau,20221016TAMPIT
8232,Referee,Tra Blake,20221016CARLAR
8233,Umpire,Tony Michalek,20221016CARLAR
8234,Down Judge,Patrick Turner,20221016CARLAR
8235,Line Judge,Mark Stewart,20221016CARLAR
8236,Back Judge,Todd Prukop,20221016CARLAR
8237,Side Judge,Don Willard,20221016CARLAR
8238,Field Judge,Tom Hill,20221016CARLAR
8239,Referee,Shawn Hochuli,20221016ARISEA
8240,Umpire,Terry Killens,20221016ARISEA
8241,Down Judge,Patrick Holt,20221016ARISEA
8242,Line Judge,Greg Bradley,20221016ARISEA
8243,Back Judge,Rich Martinez,20221016ARISEA
8244,Side Judge,Chad Hill,20221016ARISEA
8245,Field Judge,Anthony Flemming,20221016ARISEA
8246,Referee,Brad Allen,20221016BUFKAN
8247,Umpire,Duane Heydt,20221016BUFKAN
8248,Down Judge,Sarah Thomas,20221016BUFKAN
8249,Line Judge,Daniel Gallagher,20221016BUFKAN
8250,Back Judge,Greg Yette,20221016BUFKAN
8251,Side Judge,Boris Cheek,20221016BUFKAN
8252,Field Judge,Rick Patterson,20221016BUFKAN
8253,Referee,John Hussey,20221016DALPHI
8254,Umpire,Alan Eck,20221016DALPHI
8255,Down Judge,Robin DeLorenzo,20221016DALPHI
8256,Line Judge,Carl Johnson,20221016DALPHI
8257,Back Judge,Brad Freeman,20221016DALPHI
8258,Side Judge,Allen Baynes,20221016DALPHI
8259,Field Judge,Jabir Walker,20221016DALPHI
8260,Referee,Ron Torbert,20221017DENLAC
8261,Umpire,Mark Pellis,20221017DENLAC
8262,Down Judge,Max Causey,20221017DENLAC
8263,Line Judge,Tim Podraza,20221017DENLAC
8264,Back Judge,Tony Josselyn,20221017DENLAC
8265,Side Judge,Keith Washington,20221017DENLAC
8266,Field Judge,Ryan Dickson,20221017DENLAC
8267,Referee,Jerome Boger,20221020NORARI
8268,Umpire,Barry Anderson,20221020NORARI
8269,Down Judge,Frank LeBlanc,20221020NORARI
8270,Line Judge,Rusty Baynes,20221020NORARI
8271,Back Judge,Steve Patrick,20221020NORARI
8272,Side Judge,Jonah Monroe,20221020NORARI
8273,Field Judge,Alonzo Ramsey,20221020NORARI
8274,Referee,Clete Blakeman,20221023ATLCIN
8275,Umpire,Tab Slaughter,20221023ATLCIN
8276,Down Judge,Dana McKenzie,20221023ATLCIN
8277,Line Judge,Julian Mapp,20221023ATLCIN
8278,Back Judge,Perry Paganelli,20221023ATLCIN
8279,Side Judge,Lo Van,20221023ATLCIN
8280,Field Judge,Terry Brown,20221023ATLCIN
8281,Referee,Craig Wrolstad,20221023TAMCAR
8282,Umpire,Steve Woods,20221023TAMCAR
8283,Down Judge,Jim Mello,20221023TAMCAR
8284,Line Judge,Tripp Sutter,20221023TAMCAR
8285,Back Judge,Grantis Bell,20221023TAMCAR
8286,Side Judge,Jeff Lamberth,20221023TAMCAR
8287,Field Judge,Jeff Shears,20221023TAMCAR
8288,Referee,Shawn Smith,20221023CLEBAL
8289,Umpire,Bryan Neale,20221023CLEBAL
8290,Down Judge,Mark Hittner,20221023CLEBAL
8291,Line Judge,Michael Dolce,20221023CLEBAL
8292,Back Judge,Dino Paganelli,20221023CLEBAL
8293,Side Judge,Clay Reynard,20221023CLEBAL
8294,Field Judge,Dyrol Prioleau,20221023CLEBAL
8295,Referee,Ron Torbert,20221023INDTEN
8296,Umpire,Mark Pellis,20221023INDTEN
8297,Down Judge,Max Causey,20221023INDTEN
8298,Line Judge,Tim Podraza,20221023INDTEN
8299,Back Judge,Tony Josselyn,20221023INDTEN
8300,Side Judge,Keith Washington,20221023INDTEN
8301,Field Judge,Ryan Dickson,20221023INDTEN
8302,Referee,Adrian Hill,20221023DETDAL
8303,Umpire,Roy Ellison,20221023DETDAL
8304,Down Judge,David Oliver,20221023DETDAL
8305,Line Judge,Kevin Codey,20221023DETDAL
8306,Back Judge,Keith Ferguson,20221023DETDAL
8307,Side Judge,Jim Quirk,20221023DETDAL
8308,Field Judge,Mearl Robinson,20221023DETDAL
8309,Referee,Clay Martin,20221023GNBWAS
8310,Umpire,Fred Bryan,20221023GNBWAS
8311,Down Judge,Jerod Phillips,20221023GNBWAS
8312,Line Judge,Maia Chaka,20221023GNBWAS
8313,Back Judge,Greg Wilson,20221023GNBWAS
8314,Side Judge,Dave Hawkshaw,20221023GNBWAS
8315,Field Judge,James Coleman,20221023GNBWAS
8316,Referee,Tra Blake,20221023NYGJAX
8317,Umpire,Tony Michalek,20221023NYGJAX
8318,Down Judge,Patrick Turner,20221023NYGJAX
8319,Line Judge,Mark Stewart,20221023NYGJAX
8320,Back Judge,Todd Prukop,20221023NYGJAX
8321,Side Judge,Don Willard,20221023NYGJAX
8322,Field Judge,Tom Hill,20221023NYGJAX
8323,Referee,John Hussey,20221023HOULVR
8324,Umpire,Alan Eck,20221023HOULVR
8325,Down Judge,Robin DeLorenzo,20221023HOULVR
8326,Line Judge,Carl Johnson,20221023HOULVR
8327,Back Judge,Brad Freeman,20221023HOULVR
8328,Side Judge,Allen Baynes,20221023HOULVR
8329,Field Judge,Jabir Walker,20221023HOULVR
8330,Referee,Bill Vinovich,20221023NYJDEN
8331,Umpire,Alex Moore,20221023NYJDEN
8332,Down Judge,Jerry Bergman,20221023NYJDEN
8333,Line Judge,Mark Perlman,20221023NYJDEN
8334,Back Judge,Jimmy Russell,20221023NYJDEN
8335,Side Judge,Jimmy Buchanan,20221023NYJDEN
8336,Field Judge,Joe Blubaugh,20221023NYJDEN
8337,Referee,Alex Kemp,20221023KANSFO
8338,Umpire,Mike Morton,20221023KANSFO
8339,Down Judge,Danny Short,20221023KANSFO
8340,Line Judge,Jeff Bergman,20221023KANSFO
8341,Back Judge,Scott Helverson,20221023KANSFO
8342,Side Judge,Dale Shaw,20221023KANSFO
8343,Field Judge,John Jenkins,20221023KANSFO
8344,Referee,Land Clark,20221023SEALAC
8345,Umpire,Paul King,20221023SEALAC
8346,Down Judge,Tom Stephan,20221023SEALAC
8347,Line Judge,Brian Bolinger,20221023SEALAC
8348,Back Judge,Greg Meyer,20221023SEALAC
8349,Side Judge,Dominique Pender,20221023SEALAC
8350,Field Judge,Michael Banks,20221023SEALAC
8351,Referee,Scott Novak,20221023PITMIA
8352,Umpire,Ramon George,20221023PITMIA
8353,Down Judge,Derick Bowers,20221023PITMIA
8354,Line Judge,Walt Coleman,20221023PITMIA
8355,Back Judge,Terrence Miles,20221023PITMIA
8356,Side Judge,David Meslow,20221023PITMIA
8357,Field Judge,Tra Boger,20221023PITMIA
8358,Referee,Brad Allen,20221024CHINWE
8359,Umpire,Duane Heydt,20221024CHINWE
8360,Down Judge,Sarah Thomas,20221024CHINWE
8361,Line Judge,Daniel Gallagher,20221024CHINWE
8362,Back Judge,Greg Yette,20221024CHINWE
8363,Side Judge,Boris Cheek,20221024CHINWE
8364,Field Judge,Rick Patterson,20221024CHINWE
8365,Referee,Carl Cheffers,20221027BALTAM
8366,Umpire,Brandon Cruse,20221027BALTAM
8367,Down Judge,Mike Carr,20221027BALTAM
8368,Line Judge,Jeff Seeman,20221027BALTAM
8369,Back Judge,Matt Edwards,20221027BALTAM
8370,Side Judge,Eugene Hall,20221027BALTAM
8371,Field Judge,Nathan Jones,20221027BALTAM
8372,Referee,Adrian Hill,20221030DENJAX
8373,Umpire,Roy Ellison,20221030DENJAX
8374,Down Judge,David Oliver,20221030DENJAX
8375,Line Judge,Kevin Codey,20221030DENJAX
8376,Back Judge,Keith Ferguson,20221030DENJAX
8377,Side Judge,Jim Quirk,20221030DENJAX
8378,Field Judge,Mearl Robinson,20221030DENJAX
8379,Referee,Shawn Hochuli,20221030CARATL
8380,Umpire,Terry Killens,20221030CARATL
8381,Down Judge,Patrick Holt,20221030CARATL
8382,Line Judge,Greg Bradley,20221030CARATL
8383,Back Judge,Rich Martinez,20221030CARATL
8384,Side Judge,Chad Hill,20221030CARATL
8385,Field Judge,Anthony Flemming,20221030CARATL
8386,Referee,Brad Rogers,20221030CHIDAL
8387,Umpire,Carl Paganelli,20221030CHIDAL
8388,Down Judge,Kent Payne,20221030CHIDAL
8389,Line Judge,Tom Eaton,20221030CHIDAL
8390,Back Judge,Greg Steed,20221030CHIDAL
8391,Side Judge,Anthony Jeffries,20221030CHIDAL
8392,Field Judge,Aaron Santi,20221030CHIDAL
8393,Referee,Brad Allen,20221030ARIMIN
8394,Umpire,Duane Heydt,20221030ARIMIN
8395,Down Judge,Sarah Thomas,20221030ARIMIN
8396,Line Judge,Daniel Gallagher,20221030ARIMIN
8397,Back Judge,Greg Yette,20221030ARIMIN
8398,Side Judge,Boris Cheek,20221030ARIMIN
8399,Field Judge,Rick Patterson,20221030ARIMIN
8400,Referee,Alex Kemp,20221030MIADET
8401,Umpire,Mike Morton,20221030MIADET
8402,Down Judge,Danny Short,20221030MIADET
8403,Line Judge,Jeff Bergman,20221030MIADET
8404,Back Judge,Scott Helverson,20221030MIADET
8405,Side Judge,Dale Shaw,20221030MIADET
8406,Field Judge,John Jenkins,20221030MIADET
8407,Referee,Shawn Smith,20221030NWENYJ
8408,Umpire,Bryan Neale,20221030NWENYJ
8409,Down Judge,Mark Hittner,20221030NWENYJ
8410,Line Judge,Michael Dolce,20221030NWENYJ
8411,Back Judge,Dino Paganelli,20221030NWENYJ
8412,Side Judge,Clay Reynard,20221030NWENYJ
8413,Field Judge,Dyrol Prioleau,20221030NWENYJ
8414,Referee,Clete Blakeman,20221030PITPHI
8415,Umpire,Tab Slaughter,20221030PITPHI
8416,Down Judge,Dana McKenzie,20221030PITPHI
8417,Line Judge,Julian Mapp,20221030PITPHI
8418,Back Judge,Perry Paganelli,20221030PITPHI
8419,Side Judge,Lo Van,20221030PITPHI
8420,Field Judge,Terry Brown,20221030PITPHI
8421,Referee,Scott Novak,20221030LVRNOR
8422,Umpire,Ramon George,20221030LVRNOR
8423,Down Judge,Derick Bowers,20221030LVRNOR
8424,Line Judge,Walt Coleman,20221030LVRNOR
8425,Back Judge,Terrence Miles,20221030LVRNOR
8426,Side Judge,David Meslow,20221030LVRNOR
8427,Field Judge,Tra Boger,20221030LVRNOR
8428,Referee,Clay Martin,20221030TENHOU
8429,Umpire,Fred Bryan,20221030TENHOU
8430,Down Judge,Jerod Phillips,20221030TENHOU
8431,Line Judge,Maia Chaka,20221030TENHOU
8432,Back Judge,Greg Wilson,20221030TENHOU
8433,Side Judge,Dave Hawkshaw,20221030TENHOU
8434,Field Judge,James Coleman,20221030TENHOU
8435,Referee,Jerome Boger,20221030NYGSEA
8436,Umpire,Barry Anderson,20221030NYGSEA
8437,Down Judge,Frank LeBlanc,20221030NYGSEA
8438,Line Judge,Rusty Baynes,20221030NYGSEA
8439,Back Judge,Steve Patrick,20221030NYGSEA
8440,Side Judge,Jonah Monroe,20221030NYGSEA
8441,Field Judge,Alonzo Ramsey,20221030NYGSEA
8442,Referee,John Hussey,20221030SFOLAR
8443,Umpire,Alan Eck,20221030SFOLAR
8444,Down Judge,Robin DeLorenzo,20221030SFOLAR
8445,Line Judge,Carl Johnson,20221030SFOLAR
8446,Back Judge,Brad Freeman,20221030SFOLAR
8447,Side Judge,Allen Baynes,20221030SFOLAR
8448,Field Judge,Jabir Walker,20221030SFOLAR
8449,Referee,Craig Wrolstad,20221030WASIND
8450,Umpire,Steve Woods,20221030WASIND
8451,Down Judge,Jim Mello,20221030WASIND
8452,Line Judge,Tripp Sutter,20221030WASIND
8453,Back Judge,Grantis Bell,20221030WASIND
8454,Side Judge,Jeff Lamberth,20221030WASIND
8455,Field Judge,Jeff Shears,20221030WASIND
8456,Referee,Ron Torbert,20221030GNBBUF
8457,Umpire,Mark Pellis,20221030GNBBUF
8458,Down Judge,Max Causey,20221030GNBBUF
8459,Line Judge,Tim Podraza,20221030GNBBUF
8460,Back Judge,Tony Josselyn,20221030GNBBUF
8461,Side Judge,Keith Washington,20221030GNBBUF
8462,Field Judge,Ryan Dickson,20221030GNBBUF
8463,Referee,Bill Vinovich,20221031CINCLE
8464,Umpire,Alex Moore,20221031CINCLE
8465,Down Judge,Jerry Bergman,20221031CINCLE
8466,Line Judge,Mark Perlman,20221031CINCLE
8467,Back Judge,Jimmy Russell,20221031CINCLE
8468,Side Judge,Jimmy Buchanan,20221031CINCLE
8469,Field Judge,Joe Blubaugh,20221031CINCLE
8470,Referee,Craig Wrolstad,20221103PHIHOU
8471,Umpire,Steve Woods,20221103PHIHOU
8472,Down Judge,Jim Mello,20221103PHIHOU
8473,Line Judge,Tripp Sutter,20221103PHIHOU
8474,Back Judge,Grantis Bell,20221103PHIHOU
8475,Side Judge,Jeff Lamberth,20221103PHIHOU
8476,Field Judge,Jeff Shears,20221103PHIHOU
8477,Referee,Land Clark,20221106BUFNYJ
8478,Umpire,Paul King,20221106BUFNYJ
8479,Down Judge,Tom Stephan,20221106BUFNYJ
8480,Line Judge,Brian Bolinger,20221106BUFNYJ
8481,Back Judge,Greg Meyer,20221106BUFNYJ
8482,Side Judge,Dominique Pender,20221106BUFNYJ
8483,Field Judge,Michael Banks,20221106BUFNYJ
8484,Referee,Alex Kemp,20221106CARCIN
8485,Umpire,Mike Morton,20221106CARCIN
8486,Down Judge,Danny Short,20221106CARCIN
8487,Line Judge,Jeff Bergman,20221106CARCIN
8488,Back Judge,Scott Helverson,20221106CARCIN
8489,Side Judge,Dale Shaw,20221106CARCIN
8490,Field Judge,John Jenkins,20221106CARCIN
8491,Referee,Clay Martin,20221106INDNWE
8492,Umpire,Fred Bryan,20221106INDNWE
8493,Down Judge,Jerod Phillips,20221106INDNWE
8494,Line Judge,Maia Chaka,20221106INDNWE
8495,Back Judge,Greg Wilson,20221106INDNWE
8496,Side Judge,Dave Hawkshaw,20221106INDNWE
8497,Field Judge,James Coleman,20221106INDNWE
8498,Referee,Tra Blake,20221106GNBDET
8499,Umpire,Tony Michalek,20221106GNBDET
8500,Down Judge,Patrick Turner,20221106GNBDET
8501,Line Judge,Mark Stewart,20221106GNBDET
8502,Back Judge,Todd Prukop,20221106GNBDET
8503,Side Judge,Don Willard,20221106GNBDET
8504,Field Judge,Tom Hill,20221106GNBDET
8505,Referee,Ron Torbert,20221106MIACHI
8506,Umpire,Mark Pellis,20221106MIACHI
8507,Down Judge,Max Causey,20221106MIACHI
8508,Line Judge,Tim Podraza,20221106MIACHI
8509,Back Judge,Tony Josselyn,20221106MIACHI
8510,Side Judge,Keith Washington,20221106MIACHI
8511,Field Judge,Ryan Dickson,20221106MIACHI
8512,Referee,Jerome Boger,20221106MINWAS
8513,Umpire,Barry Anderson,20221106MINWAS
8514,Down Judge,Frank LeBlanc,20221106MINWAS
8515,Line Judge,Rusty Baynes,20221106MINWAS
8516,Back Judge,Steve Patrick,20221106MINWAS
8517,Side Judge,Jonah Monroe,20221106MINWAS
8518,Field Judge,Alonzo Ramsey,20221106MINWAS
8519,Referee,Bill Vinovich,20221106LVRJAX
8520,Umpire,Alex Moore,20221106LVRJAX
8521,Down Judge,Jerry Bergman,20221106LVRJAX
8522,Line Judge,Mark Perlman,20221106LVRJAX
8523,Back Judge,Jimmy Russell,20221106LVRJAX
8524,Side Judge,Jimmy Buchanan,20221106LVRJAX
8525,Field Judge,Joe Blubaugh,20221106LVRJAX
8526,Referee,John Hussey,20221106LACATL
8527,Umpire,Alan Eck,20221106LACATL
8528,Down Judge,Robin DeLorenzo,20221106LACATL
8529,Line Judge,Carl Johnson,20221106LACATL
8530,Back Judge,Brad Freeman,20221106LACATL
8531,Side Judge,Allen Baynes,20221106LACATL
8532,Field Judge,Jabir Walker,20221106LACATL
8533,Referee,Carl Cheffers,20221106SEAARI
8534,Umpire,Brandon Cruse,20221106SEAARI
8535,Down Judge,Mike Carr,20221106SEAARI
8536,Line Judge,Jeff Seeman,20221106SEAARI
8537,Back Judge,Matt Edwards,20221106SEAARI
8538,Side Judge,Eugene Hall,20221106SEAARI
8539,Field Judge,Nathan Jones,20221106SEAARI
8540,Referee,Shawn Hochuli,20221106LARTAM
8541,Umpire,Terry Killens,20221106LARTAM
8542,Down Judge,Patrick Holt,20221106LARTAM
8543,Line Judge,Greg Bradley,20221106LARTAM
8544,Back Judge,Rich Martinez,20221106LARTAM
8545,Side Judge,Chad Hill,20221106LARTAM
8546,Field Judge,Anthony Flemming,20221106LARTAM
8547,Referee,Clete Blakeman,20221106TENKAN
8548,Umpire,Tab Slaughter,20221106TENKAN
8549,Down Judge,Dana McKenzie,20221106TENKAN
8550,Line Judge,Julian Mapp,20221106TENKAN
8551,Back Judge,Perry Paganelli,20221106TENKAN
8552,Side Judge,Lo Van,20221106TENKAN
8553,Field Judge,Terry Brown,20221106TENKAN
8554,Referee,Brad Rogers,20221107BALNOR
8555,Umpire,Carl Paganelli,20221107BALNOR
8556,Down Judge,Kent Payne,20221107BALNOR
8557,Line Judge,Tom Eaton,20221107BALNOR
8558,Back Judge,Greg Steed,20221107BALNOR
8559,Side Judge,Anthony Jeffries,20221107BALNOR
8560,Field Judge,Aaron Santi,20221107BALNOR
8561,Referee,Adrian Hill,20221110ATLCAR
8562,Umpire,Roy Ellison,20221110ATLCAR
8563,Down Judge,David Oliver,20221110ATLCAR
8564,Line Judge,Kevin Codey,20221110ATLCAR
8565,Back Judge,Keith Ferguson,20221110ATLCAR
8566,Side Judge,Jim Quirk,20221110ATLCAR
8567,Field Judge,Mearl Robinson,20221110ATLCAR
8568,Referee,John Hussey,20221113SEATAM
8569,Umpire,Alan Eck,20221113SEATAM
8570,Down Judge,Robin DeLorenzo,20221113SEATAM
8571,Line Judge,Carl Johnson,20221113SEATAM
8572,Back Judge,Brad Freeman,20221113SEATAM
8573,Side Judge,Allen Baynes,20221113SEATAM
8574,Field Judge,Jabir Walker,20221113SEATAM
8575,Referee,Shawn Hochuli,20221113CLEMIA
8576,Umpire,Terry Killens,20221113CLEMIA
8577,Down Judge,Patrick Holt,20221113CLEMIA
8578,Line Judge,Greg Bradley,20221113CLEMIA
8579,Back Judge,Rich Martinez,20221113CLEMIA
8580,Side Judge,Chad Hill,20221113CLEMIA
8581,Field Judge,Anthony Flemming,20221113CLEMIA
8582,Referee,Scott Novak,20221113DENTEN
