id,date,season,week,attendance,stadiumId,gameDuration,roofType
20200914TENDEN,2020-09-14T22:10:00,2020,Week 1,,Empower Field at Mile High,3:06:00,
20200917CINCLE,2020-09-17T20:20:00,2020,Week 2,6000,FirstEnergy Stadium,3:21:00,
20200920ATLDAL,2020-09-20T13:00:00,2020,Week 2,21708,AT&T Stadium,3:34:00,closed
20200920BUFMIA,2020-09-20T13:00:00,2020,Week 2,11075,Hard Rock Stadium,3:40:00,
20200920CARTAM,2020-09-20T13:00:00,2020,Week 2,,Raymond James Stadium,3:14:00,
20200920NYGCHI,2020-09-20T13:00:00,2020,Week 2,,Soldier Field,3:01:00,
20200920MININD,2020-09-20T13:00:00,2020,Week 2,2500,Lucas Oil Stadium,2:52:00,closed
20200920DENPIT,2020-09-20T13:00:00,2020,Week 2,,Heinz Field,3:18:00,
20200920DETGNB,2020-09-20T13:00:00,2020,Week 2,,Lambeau Field,3:07:00,
20200920JAXTEN,2020-09-20T13:00:00,2020,Week 2,,Nissan Stadium,2:59:00,
20200920SFONYJ,2020-09-20T13:00:00,2020,Week 2,,MetLife Stadium,2:56:00,
20200920LARPHI,2020-09-20T13:00:00,2020,Week 2,,Lincoln Financial Field,3:08:00,
20200920WASARI,2020-09-20T16:05:00,2020,Week 2,,State Farm Stadium,3:12:00,closed
20200920BALHOU,2020-09-20T16:25:00,2020,Week 2,,NRG Stadium,2:55:00,closed
20200920KANLAC,2020-09-20T16:25:00,2020,Week 2,,SoFi Stadium,3:19:00,
20200920NWESEA,2020-09-20T20:20:00,2020,Week 2,,Lumen Field,3:07:00,
20200921NORLVR,2020-09-21T20:15:00,2020,Week 2,,Allegiant Stadium,3:15:00,
20200924MIAJAX,2020-09-24T20:20:00,2020,Week 3,16563,TIAA Bank Stadium,3:01:00,
20200927CHIATL,2020-09-27T13:00:00,2020,Week 3,,Mercedes-Benz Stadium,3:25:00,open
20200927LARBUF,2020-09-27T13:00:00,2020,Week 3,,Bills Stadium,3:04:00,
20200927CINPHI,2020-09-27T13:00:00,2020,Week 3,,Lincoln Financial Field,3:48:00,
20200927WASCLE,2020-09-27T13:00:00,2020,Week 3,6000,FirstEnergy Stadium,2:52:00,
20200927HOUPIT,2020-09-27T13:00:00,2020,Week 3,,Heinz Field,2:57:00,
20200927TENMIN,2020-09-27T13:00:00,2020,Week 3,,U.S. Bank Stadium,3:10:00,
20200927LVRNWE,2020-09-27T13:00:00,2020,Week 3,,Gillette Stadium,3:15:00,
20200927SFONYG,2020-09-27T13:00:00,2020,Week 3,,MetLife Stadium,3:01:00,
20200927CARLAC,2020-09-27T16:05:00,2020,Week 3,,SoFi Stadium,3:04:00,
20200927NYJIND,2020-09-27T16:05:00,2020,Week 3,7480,Lucas Oil Stadium,2:49:00,closed
20200927DETARI,2020-09-27T16:25:00,2020,Week 3,,State Farm Stadium,3:00:00,closed
20200927DALSEA,2020-09-27T16:25:00,2020,Week 3,,Lumen Field,3:32:00,
20200927TAMDEN,2020-09-27T16:25:00,2020,Week 3,5226,Empower Field at Mile High,2:59:00,
20200927GNBNOR,2020-09-27T20:20:00,2020,Week 3,748,Mercedes-Benz Superdome,3:11:00,
20200928KANBAL,2020-09-28T20:15:00,2020,Week 3,,M&T Bank Stadium,2:58:00,
20201001DENNYJ,2020-10-01T20:20:00,2020,Week 4,,MetLife Stadium,3:29:00,
20201004ARICAR,2020-10-04T13:00:00,2020,Week 4,5120,Bank of America Stadium,3:02:00,
20201004INDCHI,2020-10-04T13:00:00,2020,Week 4,,Soldier Field,3:09:00,
20201004JAXCIN,2020-10-04T13:00:00,2020,Week 4,6243,Paul Brown Stadium,3:10:00,
20201004CLEDAL,2020-10-04T13:00:00,2020,Week 4,25021,AT&T Stadium,3:20:00,closed
20201004NORDET,2020-10-04T13:00:00,2020,Week 4,,Ford Field,3:06:00,
20201004MINHOU,2020-10-04T13:00:00,2020,Week 4,12102,NRG Stadium,3:00:00,closed
20201004SEAMIA,2020-10-04T13:00:00,2020,Week 4,12369,Hard Rock Stadium,3:05:00,
20201004BALWAS,2020-10-04T13:00:00,2020,Week 4,,FedExField,2:50:00,
20201004LACTAM,2020-10-04T13:00:00,2020,Week 4,6383,Raymond James Stadium,3:09:00,
20201004NYGLAR,2020-10-04T16:05:00,2020,Week 4,,SoFi Stadium,2:43:00,
20201004BUFLVR,2020-10-04T16:25:00,2020,Week 4,,Allegiant Stadium,3:12:00,
20201004PHISFO,2020-10-04T20:20:00,2020,Week 4,,Levi's Stadium,3:09:00,
20201005NWEKAN,2020-10-05T19:05:00,2020,Week 4,12729,Arrowhead Stadium,2:42:00,
20201005ATLGNB,2020-10-05T20:15:00,2020,Week 4,,Lambeau Field,2:56:00,
20201008TAMCHI,2020-10-08T20:20:00,2020,Week 5,,Soldier Field,3:10:00,
20201011CARATL,2020-10-11T13:00:00,2020,Week 5,6656,Mercedes-Benz Stadium,2:56:00,closed
20201011CINBAL,2020-10-11T13:00:00,2020,Week 5,,M&T Bank Stadium,2:57:00,
20201011ARINYJ,2020-10-11T13:00:00,2020,Week 5,,MetLife Stadium,3:12:00,
20201011JAXHOU,2020-10-11T13:00:00,2020,Week 5,12413,NRG Stadium,2:55:00,closed
20201011LVRKAN,2020-10-11T13:00:00,2020,Week 5,13311,Arrowhead Stadium,3:27:00,
20201011PHIPIT,2020-10-11T13:00:00,2020,Week 5,4708,Heinz Field,3:16:00,
20201011LARWAS,2020-10-11T13:00:00,2020,Week 5,,FedExField,2:58:00,
20201011MIASFO,2020-10-11T16:05:00,2020,Week 5,,Levi's Stadium,3:03:00,
20201011INDCLE,2020-10-11T16:25:00,2020,Week 5,11759,FirstEnergy Stadium,3:05:00,
20201011NYGDAL,2020-10-11T16:25:00,2020,Week 5,25147,AT&T Stadium,3:18:00,closed
20201011MINSEA,2020-10-11T20:20:00,2020,Week 5,,Lumen Field,3:07:00,
20201012LACNOR,2020-10-12T20:15:00,2020,Week 5,749,Mercedes-Benz Superdome,3:20:00,
20201013BUFTEN,2020-10-13T19:00:00,2020,Week 5,8403,Nissan Stadium,2:55:00,
20201018DENNWE,2020-10-18T13:00:00,2020,Week 6,,Gillette Stadium,2:55:00,
20201018DETJAX,2020-10-18T13:00:00,2020,Week 6,14513,TIAA Bank Stadium,3:00:00,
20201018ATLMIN,2020-10-18T13:00:00,2020,Week 6,,U.S. Bank Stadium,3:03:00,
20201018CHICAR,2020-10-18T13:00:00,2020,Week 6,5240,Bank of America Stadium,3:08:00,
20201018CININD,2020-10-18T13:00:00,2020,Week 6,12453,Lucas Oil Stadium,3:10:00,closed
20201018CLEPIT,2020-10-18T13:00:00,2020,Week 6,5260,Heinz Field,2:58:00,
20201018HOUTEN,2020-10-18T13:00:00,2020,Week 6,10166,Nissan Stadium,3:12:00,
20201018WASNYG,2020-10-18T13:00:00,2020,Week 6,,MetLife Stadium,3:02:00,
20201018BALPHI,2020-10-18T13:00:00,2020,Week 6,,Lincoln Financial Field,3:31:00,
20201018NYJMIA,2020-10-18T16:05:00,2020,Week 6,10772,Hard Rock Stadium,2:59:00,
20201018GNBTAM,2020-10-18T16:25:00,2020,Week 6,15540,Raymond James Stadium,3:05:00,
20201018LARSFO,2020-10-18T20:20:00,2020,Week 6,,Levi's Stadium,3:04:00,
20201019KANBUF,2020-10-19T17:00:00,2020,Week 6,,Bills Stadium,2:53:00,
20201019ARIDAL,2020-10-19T20:15:00,2020,Week 6,25174,AT&T Stadium,3:06:00,closed
20201022NYGPHI,2020-10-22T20:20:00,2020,Week 7,,Lincoln Financial Field,3:14:00,
20201025GNBHOU,2020-10-25T13:00:00,2020,Week 7,12618,NRG Stadium,3:03:00,closed
20201025PITTEN,2020-10-25T13:00:00,2020,Week 7,10355,Nissan Stadium,3:06:00,
20201025DETATL,2020-10-25T13:00:00,2020,Week 7,7796,Mercedes-Benz Stadium,3:09:00,closed
20201025BUFNYJ,2020-10-25T13:00:00,2020,Week 7,,MetLife Stadium,2:59:00,
20201025CARNOR,2020-10-25T13:00:00,2020,Week 7,3000,Mercedes-Benz Superdome,2:44:00,
20201025CLECIN,2020-10-25T13:00:00,2020,Week 7,9732,Paul Brown Stadium,3:12:00,
20201025DALWAS,2020-10-25T13:00:00,2020,Week 7,,FedExField,2:53:00,
20201025TAMLVR,2020-10-25T16:05:00,2020,Week 7,,Allegiant Stadium,3:09:00,
20201025KANDEN,2020-10-25T16:25:00,2020,Week 7,5314,Empower Field at Mile High,2:58:00,
20201025SFONWE,2020-10-25T16:25:00,2020,Week 7,,Gillette Stadium,2:44:00,
20201025JAXLAC,2020-10-25T16:25:00,2020,Week 7,,SoFi Stadium,3:09:00,
20201025SEAARI,2020-10-25T20:20:00,2020,Week 7,1200,State Farm Stadium,3:52:00,closed
20201026CHILAR,2020-10-26T20:15:00,2020,Week 7,,SoFi Stadium,3:07:00,
20201029ATLCAR,2020-10-29T20:20:00,2020,Week 8,5240,Bank of America Stadium,3:04:00,
20201101INDDET,2020-11-01T13:00:00,2020,Week 8,,Ford Field,3:01:00,
20201101MINGNB,2020-11-01T13:00:00,2020,Week 8,,Lambeau Field,3:11:00,
20201101LARMIA,2020-11-01T13:00:00,2020,Week 8,12397,Hard Rock Stadium,3:22:00,
20201101PITBAL,2020-11-01T13:00:00,2020,Week 8,4345,M&T Bank Stadium,3:19:00,
20201101NWEBUF,2020-11-01T13:00:00,2020,Week 8,,Bills Stadium,2:50:00,
20201101TENCIN,2020-11-01T13:00:00,2020,Week 8,9712,Paul Brown Stadium,3:09:00,
20201101LVRCLE,2020-11-01T13:00:00,2020,Week 8,10972,FirstEnergy Stadium,2:51:00,
20201101NYJKAN,2020-11-01T13:00:00,2020,Week 8,11932,Arrowhead Stadium,2:56:00,
20201101LACDEN,2020-11-01T16:05:00,2020,Week 8,5231,Empower Field at Mile High,3:27:00,
20201101SFOSEA,2020-11-01T16:25:00,2020,Week 8,,Lumen Field,3:07:00,
20201101NORCHI,2020-11-01T16:25:00,2020,Week 8,,Soldier Field,3:34:00,
20201101DALPHI,2020-11-01T20:20:00,2020,Week 8,,Lincoln Financial Field,3:08:00,
20201102TAMNYG,2020-11-02T20:15:00,2020,Week 8,,MetLife Stadium,3:08:00,
20201105GNBSFO,2020-11-05T20:20:00,2020,Week 9,,Levi's Stadium,3:02:00,
20201108BALIND,2020-11-08T13:00:00,2020,Week 9,12200,Lucas Oil Stadium,3:03:00,closed
20201108DETMIN,2020-11-08T13:00:00,2020,Week 9,,U.S. Bank Stadium,2:59:00,
20201108HOUJAX,2020-11-08T13:00:00,2020,Week 9,15668,TIAA Bank Stadium,3:11:00,
20201108DENATL,2020-11-08T13:00:00,2020,Week 9,7665,Mercedes-Benz Stadium,3:14:00,closed
20201108SEABUF,2020-11-08T13:00:00,2020,Week 9,,Bills Stadium,3:15:00,
20201108CARKAN,2020-11-08T13:00:00,2020,Week 9,12073,Arrowhead Stadium,3:20:00,
20201108CHITEN,2020-11-08T13:00:00,2020,Week 9,13871,Nissan Stadium,3:07:00,
20201108NYGWAS,2020-11-08T13:00:00,2020,Week 9,3000,FedExField,2:57:00,
20201108LVRLAC,2020-11-08T16:05:00,2020,Week 9,,SoFi Stadium,3:08:00,
20201108MIAARI,2020-11-08T16:25:00,2020,Week 9,4200,State Farm Stadium,3:09:00,closed
20201108PITDAL,2020-11-08T16:25:00,2020,Week 9,31700,AT&T Stadium,3:15:00,closed
20201108NORTAM,2020-11-08T20:20:00,2020,Week 9,15740,Raymond James Stadium,2:51:00,
20201109NWENYJ,2020-11-09T20:15:00,2020,Week 9,,MetLife Stadium,2:54:00,
20201112INDTEN,2020-11-12T20:20:00,2020,Week 10,13949,Nissan Stadium,2:57:00,
20201115HOUCLE,2020-11-15T13:00:00,2020,Week 10,10613,FirstEnergy Stadium,2:35:00,
20201115WASDET,2020-11-15T13:00:00,2020,Week 10,,Ford Field,3:14:00,
20201115JAXGNB,2020-11-15T13:00:00,2020,Week 10,,Lambeau Field,3:15:00,
20201115TAMCAR,2020-11-15T13:00:00,2020,Week 10,5815,Bank of America Stadium,3:12:00,
20201115PHINYG,2020-11-15T13:00:00,2020,Week 10,,MetLife Stadium,3:05:00,
20201115DENLVR,2020-11-15T16:05:00,2020,Week 10,,Allegiant Stadium,3:19:00,
20201115LACMIA,2020-11-15T16:05:00,2020,Week 10,12751,Hard Rock Stadium,2:56:00,
20201115BUFARI,2020-11-15T16:05:00,2020,Week 10,4200,State Farm Stadium,3:25:00,closed
20201115CINPIT,2020-11-15T16:25:00,2020,Week 10,5909,Heinz Field,3:16:00,
20201115SFONOR,2020-11-15T16:25:00,2020,Week 10,5979,Mercedes-Benz Superdome,3:12:00,
20201115SEALAR,2020-11-15T16:25:00,2020,Week 10,,SoFi Stadium,3:04:00,
20201115BALNWE,2020-11-15T20:20:00,2020,Week 10,,Gillette Stadium,2:53:00,
20201116MINCHI,2020-11-16T20:15:00,2020,Week 10,,Soldier Field,2:58:00,
20201119ARISEA,2020-11-19T20:20:00,2020,Week 11,,Lumen Field,3:12:00,
20201122ATLNOR,2020-11-22T13:00:00,2020,Week 11,6000,Mercedes-Benz Superdome,3:12:00,
20201122CINWAS,2020-11-22T13:00:00,2020,Week 11,,FedExField,3:02:00,
20201122PHICLE,2020-11-22T13:00:00,2020,Week 11,11133,FirstEnergy Stadium,3:16:00,
20201122NWEHOU,2020-11-22T13:00:00,2020,Week 11,12503,NRG Stadium,3:05:00,closed
20201122PITJAX,2020-11-22T13:00:00,2020,Week 11,17244,TIAA Bank Stadium,3:04:00,
20201122TENBAL,2020-11-22T13:00:00,2020,Week 11,,M&T Bank Stadium,3:13:00,
20201122DETCAR,2020-11-22T13:00:00,2020,Week 11,5546,Bank of America Stadium,2:52:00,
20201122MIADEN,2020-11-22T16:05:00,2020,Week 11,5351,Empower Field at Mile High,3:04:00,
20201122NYJLAC,2020-11-22T16:05:00,2020,Week 11,,SoFi Stadium,3:10:00,
20201122GNBIND,2020-11-22T16:25:00,2020,Week 11,12495,Lucas Oil Stadium,3:27:00,closed
20201122DALMIN,2020-11-22T16:25:00,2020,Week 11,,U.S. Bank Stadium,3:03:00,
20201122KANLVR,2020-11-22T20:20:00,2020,Week 11,,Allegiant Stadium,3:04:00,
20201123LARTAM,2020-11-23T20:15:00,2020,Week 11,15730,Raymond James Stadium,3:06:00,
20201126HOUDET,2020-11-26T12:30:00,2020,Week 12,,Ford Field,3:14:00,
20201126WASDAL,2020-11-26T16:30:00,2020,Week 12,30048,AT&T Stadium,3:11:00,closed
20201129LVRATL,2020-11-29T13:00:00,2020,Week 12,9124,Mercedes-Benz Stadium,3:30:00,closed
20201129LACBUF,2020-11-29T13:00:00,2020,Week 12,,Bills Stadium,3:13:00,
20201129NYGCIN,2020-11-29T13:00:00,2020,Week 12,10208,Paul Brown Stadium,2:58:00,
20201129CLEJAX,2020-11-29T13:00:00,2020,Week 12,15926,TIAA Bank Stadium,3:12:00,
20201129TENIND,2020-11-29T13:00:00,2020,Week 12,12464,Lucas Oil Stadium,3:24:00,closed
20201129ARINWE,2020-11-29T13:00:00,2020,Week 12,,Gillette Stadium,3:04:00,
20201129MIANYJ,2020-11-29T13:00:00,2020,Week 12,,MetLife Stadium,2:56:00,
20201129CARMIN,2020-11-29T13:00:00,2020,Week 12,,U.S. Bank Stadium,3:20:00,
20201129NORDEN,2020-11-29T16:05:00,2020,Week 12,,Empower Field at Mile High,2:40:00,
20201129SFOLAR,2020-11-29T16:05:00,2020,Week 12,,SoFi Stadium,3:11:00,
20201129KANTAM,2020-11-29T16:25:00,2020,Week 12,15950,Raymond James Stadium,3:03:00,
20201129CHIGNB,2020-11-29T20:20:00,2020,Week 12,,Lambeau Field,3:05:00,
20201130SEAPHI,2020-11-30T20:15:00,2020,Week 12,,Lincoln Financial Field,3:14:00,
20201202BALPIT,2020-12-02T15:40:00,2020,Week 12,,Heinz Field,3:05:00,
20201206NORATL,2020-12-06T13:00:00,2020,Week 13,8713,Mercedes-Benz Stadium,3:13:00,closed
20201206DETCHI,2020-12-06T13:00:00,2020,Week 13,,Soldier Field,4:06:00,
20201206CINMIA,2020-12-06T13:00:00,2020,Week 13,12577,Hard Rock Stadium,3:30:00,
20201206CLETEN,2020-12-06T13:00:00,2020,Week 13,13986,Nissan Stadium,3:23:00,
20201206INDHOU,2020-12-06T13:00:00,2020,Week 13,12316,NRG Stadium,3:10:00,closed
20201206JAXMIN,2020-12-06T13:00:00,2020,Week 13,,U.S. Bank Stadium,3:39:00,
20201206LVRNYJ,2020-12-06T13:00:00,2020,Week 13,,MetLife Stadium,3:11:00,
20201206LARARI,2020-12-06T16:05:00,2020,Week 13,,State Farm Stadium,3:13:00,closed
20201206NYGSEA,2020-12-06T16:05:00,2020,Week 13,,Lumen Field,3:04:00,
20201206PHIGNB,2020-12-06T16:25:00,2020,Week 13,,Lambeau Field,2:59:00,
20201206NWELAC,2020-12-06T16:25:00,2020,Week 13,,SoFi Stadium,2:59:00,
20201206DENKAN,2020-12-06T20:20:00,2020,Week 13,12578,Arrowhead Stadium,3:00:00,
20201207WASPIT,2020-12-07T17:00:00,2020,Week 13,,Heinz Field,3:25:00,
20201207BUFSFO,2020-12-07T20:15:00,2020,Week 13,,State Farm Stadium,3:03:00,closed
20201208DALBAL,2020-12-08T20:05:00,2020,Week 13,,M&T Bank Stadium,2:58:00,
20201210NWELAR,2020-12-10T20:20:00,2020,Week 14,,SoFi Stadium,2:47:00,
20201213DENCAR,2020-12-13T13:00:00,2020,Week 14,5768,Bank of America Stadium,3:03:00,
20201213HOUCHI,2020-12-13T13:00:00,2020,Week 14,,Soldier Field,4:06:00,
20201213DALCIN,2020-12-13T13:00:00,2020,Week 14,10322,Paul Brown Stadium,2:46:00,
20201213ARINYG,2020-12-13T13:00:00,2020,Week 14,,MetLife Stadium,3:07:00,
20201213TENJAX,2020-12-13T13:00:00,2020,Week 14,15896,TIAA Bank Stadium,3:02:00,
20201213KANMIA,2020-12-13T13:00:00,2020,Week 14,13057,Hard Rock Stadium,3:15:00,
20201213MINTAM,2020-12-13T13:00:00,2020,Week 14,16031,Raymond James Stadium,2:53:00,
20201213INDLVR,2020-12-13T16:05:00,2020,Week 14,,Allegiant Stadium,2:59:00,
20201213NYJSEA,2020-12-13T16:05:00,2020,Week 14,,Lumen Field,2:53:00,
20201213ATLLAC,2020-12-13T16:25:00,2020,Week 14,,SoFi Stadium,2:47:00,
20201213GNBDET,2020-12-13T16:25:00,2020,Week 14,,Ford Field,3:08:00,
20201213NORPHI,2020-12-13T16:25:00,2020,Week 14,,Lincoln Financial Field,3:08:00,
20201213WASSFO,2020-12-13T16:25:00,2020,Week 14,,State Farm Stadium,3:18:00,closed
20201213PITBUF,2020-12-13T20:20:00,2020,Week 14,,Bills Stadium,3:06:00,
20201214BALCLE,2020-12-14T20:15:00,2020,Week 14,11974,FirstEnergy Stadium,3:27:00,
20201217LACLVR,2020-12-17T20:20:00,2020,Week 15,,Allegiant Stadium,3:18:00,
20201219BUFDEN,2020-12-19T16:30:00,2020,Week 15,,Empower Field at Mile High,3:20:00,
20201219CARGNB,2020-12-19T20:15:00,2020,Week 15,,Lambeau Field,3:05:00,
20201220TAMATL,2020-12-20T13:00:00,2020,Week 15,10703,Mercedes-Benz Stadium,3:09:00,closed
20201220CHIMIN,2020-12-20T13:00:00,2020,Week 15,,U.S. Bank Stadium,3:03:00,
20201220HOUIND,2020-12-20T13:00:00,2020,Week 15,9992,Lucas Oil Stadium,2:49:00,closed
20201220SFODAL,2020-12-20T13:00:00,2020,Week 15,30092,AT&T Stadium,3:25:00,closed
20201220DETTEN,2020-12-20T13:00:00,2020,Week 15,13797,Nissan Stadium,3:00:00,
20201220JAXBAL,2020-12-20T13:00:00,2020,Week 15,,M&T Bank Stadium,2:57:00,
20201220NWEMIA,2020-12-20T13:00:00,2020,Week 15,13354,Hard Rock Stadium,2:57:00,
20201220SEAWAS,2020-12-20T13:00:00,2020,Week 15,,FedExField,3:03:00,
20201220PHIARI,2020-12-20T16:05:00,2020,Week 15,,State Farm Stadium,3:27:00,closed
20201220NYJLAR,2020-12-20T16:05:00,2020,Week 15,,SoFi Stadium,2:56:00,
20201220KANNOR,2020-12-20T16:25:00,2020,Week 15,3000,Mercedes-Benz Superdome,3:30:00,
20201220CLENYG,2020-12-20T20:20:00,2020,Week 15,,MetLife Stadium,2:47:00,
20201221PITCIN,2020-12-21T20:15:00,2020,Week 15,10249,Paul Brown Stadium,3:05:00,
20201225MINNOR,2020-12-25T16:30:00,2020,Week 16,3000,Mercedes-Benz Superdome,3:11:00,
20201226TAMDET,2020-12-26T13:00:00,2020,Week 16,,Ford Field,3:02:00,
20201226SFOARI,2020-12-26T16:30:00,2020,Week 16,,State Farm Stadium,2:58:00,closed
20201226MIALVR,2020-12-26T20:15:00,2020,Week 16,,Allegiant Stadium,3:05:00,
20201227ATLKAN,2020-12-27T13:00:00,2020,Week 16,13470,Arrowhead Stadium,2:53:00,
20201227CHIJAX,2020-12-27T13:00:00,2020,Week 16,17445,TIAA Bank Stadium,2:57:00,
20201227CINHOU,2020-12-27T13:00:00,2020,Week 16,12344,NRG Stadium,3:04:00,closed
20201227CLENYJ,2020-12-27T13:00:00,2020,Week 16,,MetLife Stadium,3:17:00,
20201227INDPIT,2020-12-27T13:00:00,2020,Week 16,,Heinz Field,3:10:00,
20201227NYGBAL,2020-12-27T13:00:00,2020,Week 16,,M&T Bank Stadium,3:04:00,
20201227CARWAS,2020-12-27T16:05:00,2020,Week 16,,FedExField,3:01:00,
20201227DENLAC,2020-12-27T16:05:00,2020,Week 16,,SoFi Stadium,3:00:00,
20201227PHIDAL,2020-12-27T16:25:00,2020,Week 16,30131,AT&T Stadium,3:17:00,closed
20201227LARSEA,2020-12-27T16:25:00,2020,Week 16,,Lumen Field,3:09:00,
20201227TENGNB,2020-12-27T20:20:00,2020,Week 16,,Lambeau Field,2:46:00,
20201228BUFNWE,2020-12-28T20:15:00,2020,Week 16,,Gillette Stadium,2:51:00,
20210103ATLTAM,2021-01-03T13:00:00,2020,Week 17,16009,Raymond James Stadium,3:05:00,
20210103MIABUF,2021-01-03T13:00:00,2020,Week 17,,Bills Stadium,3:13:00,
20210103BALCIN,2021-01-03T13:00:00,2020,Week 17,10499,Paul Brown Stadium,2:55:00,
20210103PITCLE,2021-01-03T13:00:00,2020,Week 17,11989,FirstEnergy Stadium,3:02:00,
20210103DALNYG,2021-01-03T13:00:00,2020,Week 17,,MetLife Stadium,3:15:00,
20210103MINDET,2021-01-03T13:00:00,2020,Week 17,,Ford Field,3:07:00,
20210103NYJNWE,2021-01-03T13:00:00,2020,Week 17,,Gillette Stadium,3:01:00,
20210103NORCAR,2021-01-03T16:25:00,2020,Week 17,1500,Bank of America Stadium,2:52:00,
20210103GNBCHI,2021-01-03T16:25:00,2020,Week 17,,Soldier Field,2:54:00,
20210103JAXIND,2021-01-03T16:25:00,2020,Week 17,9976,Lucas Oil Stadium,2:56:00,closed
20210103ARILAR,2021-01-03T16:25:00,2020,Week 17,,SoFi Stadium,2:52:00,
20210103LVRDEN,2021-01-03T16:25:00,2020,Week 17,,Empower Field at Mile High,3:29:00,
20210103TENHOU,2021-01-03T16:25:00,2020,Week 17,12504,NRG Stadium,3:13:00,closed
20210103LACKAN,2021-01-03T16:25:00,2020,Week 17,13240,Arrowhead Stadium,2:56:00,
20210103SEASFO,2021-01-03T16:25:00,2020,Week 17,,State Farm Stadium,3:03:00,closed
20210103WASPHI,2021-01-03T20:20:00,2020,Week 17,,Lincoln Financial Field,3:02:00,
20210109INDBUF,2021-01-09T13:05:00,2020,Playoffs,6772,Bills Stadium,3:16:00,
20210109LARSEA,2021-01-09T16:40:00,2020,Playoffs,,Lumen Field,3:31:00,
20210109TAMWAS,2021-01-09T20:15:00,2020,Playoffs,,FedExField,3:19:00,
20210110BALTEN,2021-01-10T13:05:00,2020,Playoffs,14029,Nissan Stadium,2:45:00,
20210110CHINOR,2021-01-10T16:40:00,2020,Playoffs,3000,Mercedes-Benz Superdome,3:10:00,
20210110CLEPIT,2021-01-10T20:15:00,2020,Playoffs,,Heinz Field,3:23:00,
20210116LARGNB,2021-01-16T16:35:00,2020,Playoffs,7439,Lambeau Field,2:56:00,
20210116BALBUF,2021-01-16T20:15:00,2020,Playoffs,6772,Bills Stadium,3:03:00,
20210117CLEKAN,2021-01-17T15:05:00,2020,Playoffs,16730,Arrowhead Stadium,3:01:00,
20210117TAMNOR,2021-01-17T18:40:00,2020,Playoffs,3750,Mercedes-Benz Superdome,3:12:00,
20210124TAMGNB,2021-01-24T15:05:00,2020,Playoffs,7772,Lambeau Field,3:14:00,
20210124BUFKAN,2021-01-24T18:40:00,2020,Playoffs,16993,Arrowhead Stadium,3:26:00,
20210207TAMKAN,2021-02-07T18:30:00,2020,Playoffs,24835,Raymond James Stadium,3:35:00,
20210909DALTAM,2021-09-09T20:20:00,2021,Week 1,65566,Raymond James Stadium,3:31:00,
20210912PHIATL,2021-09-12T13:00:00,2021,Week 1,68633,Mercedes-Benz Stadium,3:08:00,open
20210912PITBUF,2021-09-12T13:00:00,2021,Week 1,69787,Highmark Stadium,3:08:00,
20210912NYJCAR,2021-09-12T13:00:00,2021,Week 1,70211,Bank of America Stadium,3:14:00,
20210912MINCIN,2021-09-12T13:00:00,2021,Week 1,56525,Paul Brown Stadium,3:38:00,
20210912SEAIND,2021-09-12T13:00:00,2021,Week 1,63347,Lucas Oil Stadium,2:58:00,closed
20210912ARITEN,2021-09-12T13:00:00,2021,Week 1,67216,Nissan Stadium,3:12:00,
20210912SFODET,2021-09-12T13:00:00,2021,Week 1,59374,Ford Field,3:19:00,
20210912JAXHOU,2021-09-12T13:00:00,2021,Week 1,68105,NRG Stadium,3:24:00,closed
20210912LACWAS,2021-09-12T13:00:00,2021,Week 1,52753,FedExField,2:55:00,
20210912CLEKAN,2021-09-12T16:25:00,2021,Week 1,72973,GEHA Field at Arrowhead Stadium,3:02:00,
20210912DENNYG,2021-09-12T16:25:00,2021,Week 1,74119,MetLife Stadium,2:53:00,
20210912GNBNOR,2021-09-12T16:25:00,2021,Week 1,35242,TIAA Bank Stadium,2:51:00,
20210912MIANWE,2021-09-12T16:25:00,2021,Week 1,65878,Gillette Stadium,2:54:00,
20210912CHILAR,2021-09-12T20:20:00,2021,Week 1,70445,SoFi Stadium,2:48:00,
20210913BALLVR,2021-09-13T20:15:00,2021,Week 1,61756,Allegiant Stadium,3:40:00,
20210916NYGWAS,2021-09-16T20:20:00,2021,Week 2,50118,FedExField,3:19:00,
20210919BUFMIA,2021-09-19T13:00:00,2021,Week 2,65040,Hard Rock Stadium,3:18:00,
20210919NORCAR,2021-09-19T13:00:00,2021,Week 2,70675,Bank of America Stadium,3:08:00,
20210919CINCHI,2021-09-19T13:00:00,2021,Week 2,60840,Soldier Field,2:55:00,
20210919HOUCLE,2021-09-19T13:00:00,2021,Week 2,67431,FirstEnergy Stadium,3:01:00,
20210919LARIND,2021-09-19T13:00:00,2021,Week 2,63076,Lucas Oil Stadium,2:58:00,closed
20210919DENJAX,2021-09-19T13:00:00,2021,Week 2,58461,TIAA Bank Stadium,3:06:00,
20210919NWENYJ,2021-09-19T13:00:00,2021,Week 2,75626,MetLife Stadium,2:58:00,
20210919SFOPHI,2021-09-19T13:00:00,2021,Week 2,69796,Lincoln Financial Field,3:01:00,
20210919LVRPIT,2021-09-19T13:00:00,2021,Week 2,63707,Heinz Field,3:08:00,
20210919ATLTAM,2021-09-19T16:05:00,2021,Week 2,63694,Raymond James Stadium,3:10:00,
20210919MINARI,2021-09-19T16:05:00,2021,Week 2,60115,State Farm Stadium,3:13:00,closed
20210919DALLAC,2021-09-19T16:25:00,2021,Week 2,70240,SoFi Stadium,2:53:00,
