id,date,season,week,attendance,stadiumId,gameDuration,roofType
20220918WASDET,2022-09-18T13:00:00,2022,Week 2,57687,Ford Field,3:07:00,
20220918MIABAL,2022-09-18T13:00:00,2022,Week 2,70582,M&T Bank Stadium,3:20:00,
20220918TAMNOR,2022-09-18T13:00:00,2022,Week 2,70400,Caesars Superdome,3:11:00,
20220918NWEPIT,2022-09-18T13:00:00,2022,Week 2,67307,Acrisure Stadium,2:58:00,
20220918ATLLAR,2022-09-18T16:05:00,2022,Week 2,71802,SoFi Stadium,2:56:00,
20220918SEASFO,2022-09-18T16:05:00,2022,Week 2,71597,Levi's Stadium,2:51:00,
20220918CINDAL,2022-09-18T16:25:00,2022,Week 2,92944,AT&T Stadium,3:00:00,closed
20220918ARILVR,2022-09-18T16:25:00,2022,Week 2,61707,Allegiant Stadium,3:31:00,
20220918HOUDEN,2022-09-18T16:25:00,2022,Week 2,76191,Empower Field at Mile High,3:04:00,
20220918CHIGNB,2022-09-18T20:20:00,2022,Week 2,78350,Lambeau Field,2:46:00,
20220919TENBUF,2022-09-19T19:15:00,2022,Week 2,70683,Highmark Stadium,3:15:00,
20220919MINPHI,2022-09-19T20:30:00,2022,Week 2,69879,Lincoln Financial Field,2:48:00,
20220922PITCLE,2022-09-22T20:15:00,2022,Week 3,67431,FirstEnergy Stadium,3:10:00,
20220925BUFMIA,2022-09-25T13:00:00,2022,Week 3,66206,Hard Rock Stadium,3:11:00,
20220925NORCAR,2022-09-25T13:00:00,2022,Week 3,70496,Bank of America Stadium,3:01:00,
20220925HOUCHI,2022-09-25T13:00:00,2022,Week 3,60592,Soldier Field,2:55:00,
20220925CINNYJ,2022-09-25T13:00:00,2022,Week 3,73708,MetLife Stadium,3:15:00,
20220925KANIND,2022-09-25T13:00:00,2022,Week 3,65975,Lucas Oil Stadium,3:05:00,open
20220925DETMIN,2022-09-25T13:00:00,2022,Week 3,66638,U.S. Bank Stadium,3:14:00,
20220925BALNWE,2022-09-25T13:00:00,2022,Week 3,65878,Gillette Stadium,3:04:00,
20220925LVRTEN,2022-09-25T13:00:00,2022,Week 3,68649,Nissan Stadium,3:09:00,
20220925PHIWAS,2022-09-25T13:00:00,2022,Week 3,64426,FedExField,3:11:00,
20220925JAXLAC,2022-09-25T16:05:00,2022,Week 3,67964,SoFi Stadium,2:59:00,
20220925ATLSEA,2022-09-25T16:25:00,2022,Week 3,68773,Lumen Field,2:53:00,
20220925LARARI,2022-09-25T16:25:00,2022,Week 3,63243,State Farm Stadium,3:01:00,closed
20220925GNBTAM,2022-09-25T16:25:00,2022,Week 3,,Raymond James Stadium,3:00:00,
20220925SFODEN,2022-09-25T20:20:00,2022,Week 3,77021,Empower Field at Mile High,3:05:00,
20220926DALNYG,2022-09-26T20:15:00,2022,Week 3,79445,MetLife Stadium,3:11:00,
20220929MIACIN,2022-09-29T20:15:00,2022,Week 4,67260,Paycor Stadium,3:06:00,
20221002MINNOR,2022-10-02T09:30:00,2022,Week 4,60639,Tottenham Stadium,3:02:00,
20221002CLEATL,2022-10-02T13:00:00,2022,Week 4,69435,Mercedes-Benz Stadium,2:47:00,open
20221002BUFBAL,2022-10-02T13:00:00,2022,Week 4,70494,M&T Bank Stadium,3:02:00,
20221002CHINYG,2022-10-02T13:00:00,2022,Week 4,74044,MetLife Stadium,2:59:00,
20221002TENIND,2022-10-02T13:00:00,2022,Week 4,65781,Lucas Oil Stadium,2:49:00,open
20221002WASDAL,2022-10-02T13:00:00,2022,Week 4,92946,AT&T Stadium,3:08:00,closed
20221002SEADET,2022-10-02T13:00:00,2022,Week 4,63920,Ford Field,3:29:00,
20221002LACHOU,2022-10-02T13:00:00,2022,Week 4,69071,NRG Stadium,3:00:00,closed
20221002JAXPHI,2022-10-02T13:00:00,2022,Week 4,69879,Lincoln Financial Field,2:56:00,
20221002NYJPIT,2022-10-02T13:00:00,2022,Week 4,66578,Acrisure Stadium,3:13:00,
20221002ARICAR,2022-10-02T16:05:00,2022,Week 4,69810,Bank of America Stadium,3:07:00,
20221002DENLVR,2022-10-02T16:25:00,2022,Week 4,62332,Allegiant Stadium,3:09:00,
20221002NWEGNB,2022-10-02T16:25:00,2022,Week 4,78317,Lambeau Field,3:21:00,
20221002KANTAM,2022-10-02T20:20:00,2022,Week 4,68348,Raymond James Stadium,3:09:00,
20221003LARSFO,2022-10-03T20:15:00,2022,Week 4,71597,Levi's Stadium,2:47:00,
20221006INDDEN,2022-10-06T20:15:00,2022,Week 5,76667,Empower Field at Mile High,3:30:00,
20221009NYGGNB,2022-10-09T09:30:00,2022,Week 5,61024,Tottenham Stadium,2:59:00,
20221009ATLTAM,2022-10-09T13:00:00,2022,Week 5,68299,Raymond James Stadium,3:04:00,
20221009PITBUF,2022-10-09T13:00:00,2022,Week 5,70764,Highmark Stadium,3:10:00,
20221009CHIMIN,2022-10-09T13:00:00,2022,Week 5,66929,U.S. Bank Stadium,2:52:00,
20221009LACCLE,2022-10-09T13:00:00,2022,Week 5,67431,FirstEnergy Stadium,3:01:00,
20221009DETNWE,2022-10-09T13:00:00,2022,Week 5,65878,Gillette Stadium,2:55:00,
20221009HOUJAX,2022-10-09T13:00:00,2022,Week 5,60018,TIAA Bank Stadium,2:58:00,
20221009MIANYJ,2022-10-09T13:00:00,2022,Week 5,82500,MetLife Stadium,3:09:00,
20221009SEANOR,2022-10-09T13:00:00,2022,Week 5,70003,Caesars Superdome,3:20:00,
20221009TENWAS,2022-10-09T13:00:00,2022,Week 5,51836,FedExField,3:12:00,
20221009SFOCAR,2022-10-09T16:05:00,2022,Week 5,72321,Bank of America Stadium,3:07:00,
20221009PHIARI,2022-10-09T16:25:00,2022,Week 5,63919,State Farm Stadium,2:53:00,closed
20221009DALLAR,2022-10-09T16:25:00,2022,Week 5,74154,SoFi Stadium,2:56:00,
20221009CINBAL,2022-10-09T20:20:00,2022,Week 5,70548,M&T Bank Stadium,2:57:00,
20221010LVRKAN,2022-10-10T20:15:00,2022,Week 5,,GEHA Field at Arrowhead Stadium,3:08:00,
20221013WASCHI,2022-10-13T20:15:00,2022,Week 6,61873,Soldier Field,2:51:00,
20221016SFOATL,2022-10-16T13:00:00,2022,Week 6,69813,Mercedes-Benz Stadium,2:51:00,open
20221016CINNOR,2022-10-16T13:00:00,2022,Week 6,70004,Caesars Superdome,2:58:00,
20221016NWECLE,2022-10-16T13:00:00,2022,Week 6,67431,FirstEnergy Stadium,3:22:00,
20221016JAXIND,2022-10-16T13:00:00,2022,Week 6,65749,Lucas Oil Stadium,3:04:00,open
20221016NYJGNB,2022-10-16T13:00:00,2022,Week 6,78343,FirstEnergy Stadium,3:05:00,
20221016MINMIA,2022-10-16T13:00:00,2022,Week 6,66100,Hard Rock Stadium,3:07:00,
20221016BALNYG,2022-10-16T13:00:00,2022,Week 6,78019,MetLife Stadium,3:02:00,
20221016TAMPIT,2022-10-16T13:00:00,2022,Week 6,67307,Acrisure Stadium,3:05:00,
20221016CARLAR,2022-10-16T16:05:00,2022,Week 6,71482,SoFi Stadium,2:58:00,
20221016ARISEA,2022-10-16T16:05:00,2022,Week 6,68867,Lumen Field,3:08:00,
20221016BUFKAN,2022-10-16T16:25:00,2022,Week 6,73586,GEHA Field at Arrowhead Stadium,3:10:00,
20221016DALPHI,2022-10-16T20:20:00,2022,Week 6,69879,Lincoln Financial Field,3:03:00,
20221017DENLAC,2022-10-17T20:15:00,2022,Week 6,70240,SoFi Stadium,3:19:00,
20221020NORARI,2022-10-20T20:15:00,2022,Week 7,63290,State Farm Stadium,3:17:00,open
20221023ATLCIN,2022-10-23T13:00:00,2022,Week 7,66158,Paycor Stadium,2:49:00,
20221023TAMCAR,2022-10-23T13:00:00,2022,Week 7,71941,Bank of America Stadium,2:44:00,
20221023CLEBAL,2022-10-23T13:00:00,2022,Week 7,70461,M&T Bank Stadium,2:55:00,
20221023INDTEN,2022-10-23T13:00:00,2022,Week 7,69459,Nissan Stadium,2:51:00,
20221023DETDAL,2022-10-23T13:00:00,2022,Week 7,93487,AT&T Stadium,2:48:00,closed
20221023GNBWAS,2022-10-23T13:00:00,2022,Week 7,60427,FedExField,3:21:00,
20221023NYGJAX,2022-10-23T13:00:00,2022,Week 7,65664,TIAA Bank Stadium,3:29:00,
20221023HOULVR,2022-10-23T16:05:00,2022,Week 7,61228,Allegiant Stadium,2:50:00,
20221023NYJDEN,2022-10-23T16:05:00,2022,Week 7,76624,Empower Field at Mile High,3:18:00,
20221023KANSFO,2022-10-23T16:25:00,2022,Week 7,71746,Levi's Stadium,3:05:00,
20221023SEALAC,2022-10-23T16:25:00,2022,Week 7,70240,SoFi Stadium,3:19:00,
20221023PITMIA,2022-10-23T20:20:00,2022,Week 7,66224,Hard Rock Stadium,3:00:00,
20221024CHINWE,2022-10-24T20:15:00,2022,Week 7,65878,Gillette Stadium,2:55:00,
20221027BALTAM,2022-10-27T20:15:00,2022,Week 8,68912,Raymond James Stadium,3:08:00,
20221030DENJAX,2022-10-30T09:30:00,2022,Week 8,86215,Wembley Stadium,2:58:00,
20221030CARATL,2022-10-30T13:00:00,2022,Week 8,68996,Mercedes-Benz Stadium,3:39:00,closed
20221030CHIDAL,2022-10-30T13:00:00,2022,Week 8,93767,AT&T Stadium,3:07:00,open
20221030ARIMIN,2022-10-30T13:00:00,2022,Week 8,66742,U.S. Bank Stadium,3:26:00,
20221030MIADET,2022-10-30T13:00:00,2022,Week 8,61447,Ford Field,2:50:00,
20221030NWENYJ,2022-10-30T13:00:00,2022,Week 8,82823,MetLife Stadium,3:01:00,
20221030PITPHI,2022-10-30T13:00:00,2022,Week 8,69879,Lincoln Financial Field,2:54:00,
20221030LVRNOR,2022-10-30T13:00:00,2022,Week 8,70009,Caesars Superdome,2:46:00,
20221030TENHOU,2022-10-30T16:05:00,2022,Week 8,68467,NRG Stadium,2:51:00,closed
20221030NYGSEA,2022-10-30T16:25:00,2022,Week 8,68921,Lumen Field,3:01:00,
20221030SFOLAR,2022-10-30T16:25:00,2022,Week 8,73505,SoFi Stadium,2:45:00,
20221030WASIND,2022-10-30T16:25:00,2022,Week 8,65515,Lucas Oil Stadium,2:50:00,closed
20221030GNBBUF,2022-10-30T20:20:00,2022,Week 8,70863,Highmark Stadium,3:04:00,
20221031CINCLE,2022-10-31T20:15:00,2022,Week 8,67431,FirstEnergy Stadium,2:52:00,
20221103PHIHOU,2022-11-03T20:15:00,2022,Week 9,68831,NRG Stadium,2:50:00,closed
20221106BUFNYJ,2022-11-06T13:00:00,2022,Week 9,83135,MetLife Stadium,3:04:00,
20221106CARCIN,2022-11-06T13:00:00,2022,Week 9,66160,Paycor Stadium,2:54:00,
20221106INDNWE,2022-11-06T13:00:00,2022,Week 9,65878,Gillette Stadium,3:00:00,
20221106GNBDET,2022-11-06T13:00:00,2022,Week 9,63379,Ford Field,3:07:00,
20221106MIACHI,2022-11-06T13:00:00,2022,Week 9,62377,Soldier Field,2:59:00,
20221106MINWAS,2022-11-06T13:00:00,2022,Week 9,58651,FedExField,3:08:00,
20221106LVRJAX,2022-11-06T13:00:00,2022,Week 9,62758,TIAA Bank Stadium,3:07:00,
20221106LACATL,2022-11-06T13:00:00,2022,Week 9,69299,Mercedes-Benz Stadium,2:55:00,open
20221106SEAARI,2022-11-06T16:05:00,2022,Week 9,63982,State Farm Stadium,3:04:00,open
20221106LARTAM,2022-11-06T16:25:00,2022,Week 9,69019,Raymond James Stadium,3:03:00,
20221106TENKAN,2022-11-06T20:20:00,2022,Week 9,73475,GEHA Field at Arrowhead Stadium,3:29:00,
20221107BALNOR,2022-11-07T20:15:00,2022,Week 9,70010,Caesars Superdome,2:52:00,
20221110ATLCAR,2022-11-10T20:15:00,2022,Week 10,72029,Bank of America Stadium,3:00:00,
20221113SEATAM,2022-11-13T09:30:00,2022,Week 10,69811,Allianz Arena,2:48:00,
20221113CLEMIA,2022-11-13T13:00:00,2022,Week 10,66563,Hard Rock Stadium,2:54:00,
20221113DENTEN,2022-11-13T13:00:00,2022,Week 10,69240,Nissan Stadium,3:20:00,
20221113DETCHI,2022-11-13T13:00:00,2022,Week 10,61817,Soldier Field,2:57:00,
20221113HOUNYG,2022-11-13T13:00:00,2022,Week 10,71615,MetLife Stadium,3:12:00,
20221113JAXKAN,2022-11-13T13:00:00,2022,Week 10,73493,GEHA Field at Arrowhead Stadium,2:58:00,
20221113MINBUF,2022-11-13T13:00:00,2022,Week 10,70844,Highmark Stadium,3:46:00,
20221113NORPIT,2022-11-13T13:00:00,2022,Week 10,66544,Acrisure Stadium,2:50:00,
20221113INDLVR,2022-11-13T16:05:00,2022,Week 10,62197,Allegiant Stadium,3:02:00,
20221113ARILAR,2022-11-13T16:25:00,2022,Week 10,71752,SoFi Stadium,3:00:00,
20221113DALGNB,2022-11-13T16:25:00,2022,Week 10,78433,Lambeau Field,3:28:00,
20221113LACSFO,2022-11-13T20:20:00,2022,Week 10,71709,Levi's Stadium,2:59:00,
20221114WASPHI,2022-11-14T20:15:00,2022,Week 10,69879,Lincoln Financial Field,2:54:00,
20221117TENGNB,2022-11-17T20:15:00,2022,Week 11,77506,Lambeau Field,3:02:00,
20221120CARBAL,2022-11-20T13:00:00,2022,Week 11,70677,M&T Bank Stadium,3:12:00,
20221120CHIATL,2022-11-20T13:00:00,2022,Week 11,69757,Mercedes-Benz Stadium,2:57:00,closed
20221120CLEBUF,2022-11-20T13:00:00,2022,Week 11,52146,Ford Field,3:15:00,
20221120DETNYG,2022-11-20T13:00:00,2022,Week 11,76267,MetLife Stadium,3:06:00,
20221120NYJNWE,2022-11-20T13:00:00,2022,Week 11,65878,Gillette Stadium,2:59:00,
20221120PHIIND,2022-11-20T13:00:00,2022,Week 11,66241,Lucas Oil Stadium,2:56:00,closed
20221120LARNOR,2022-11-20T13:00:00,2022,Week 11,70025,Caesars Superdome,2:55:00,
20221120WASHOU,2022-11-20T13:00:00,2022,Week 11,65865,NRG Stadium,2:54:00,closed
20221120LVRDEN,2022-11-20T16:05:00,2022,Week 11,76056,Empower Field at Mile High,3:11:00,
20221120DALMIN,2022-11-20T16:25:00,2022,Week 11,65304,U.S. Bank Stadium,3:03:00,
20221120KANLAC,2022-11-20T20:20:00,2022,Week 11,70240,SoFi Stadium,2:58:00,
20221120CINPIT,2022-11-20T16:25:00,2022,Week 11,66401,Acrisure Stadium,3:18:00,
20221121SFOARI,2022-11-21T20:15:00,2022,Week 11,78427,Azteca Stadium,2:59:00,
20221124BUFDET,2022-11-24T12:30:00,2022,Week 12,66553,Ford Field,3:14:00,
20221124NYGDAL,2022-11-24T16:30:00,2022,Week 12,93568,AT&T Stadium,3:18:00,closed
20221124NWEMIN,2022-11-24T20:20:00,2022,Week 12,66918,U.S. Bank Stadium,3:00:00,
20221127ATLWAS,2022-11-27T13:00:00,2022,Week 12,53864,FedExField,2:47:00,
20221127CHINYJ,2022-11-27T13:00:00,2022,Week 12,77963,MetLife Stadium,2:48:00,
20221127CINTEN,2022-11-27T13:00:00,2022,Week 12,69441,Nissan Stadium,2:58:00,
20221127DENCAR,2022-11-27T13:00:00,2022,Week 12,70644,Bank of America Stadium,3:06:00,
20221127HOUMIA,2022-11-27T13:00:00,2022,Week 12,66205,Hard Rock Stadium,3:03:00,
20221127BALJAX,2022-11-27T13:00:00,2022,Week 12,59560,TIAA Bank Stadium,3:15:00,
20221127TAMCLE,2022-11-27T13:00:00,2022,Week 12,67431,FirstEnergy Stadium,3:25:00,
20221127LVRSEA,2022-11-27T16:05:00,2022,Week 12,68849,Lumen Field,3:30:00,
20221127LACARI,2022-11-27T16:05:00,2022,Week 12,63628,State Farm Stadium,3:08:00,open
20221127NORSFO,2022-11-27T16:25:00,2022,Week 12,71275,Levi's Stadium,2:58:00,
20221127LARKAN,2022-11-27T16:25:00,2022,Week 12,73557,GEHA Field at Arrowhead Stadium,2:55:00,
20221127GNBPHI,2022-11-27T20:20:00,2022,Week 12,69879,Lincoln Financial Field,3:09:00,
20221128PITIND,2022-11-28T20:15:00,2022,Week 12,65982,Lucas Oil Stadium,2:58:00,closed
